,name,year,size,HardMark,SSD_HDD,price
1147,WDC WD1600JS,20Dec,149.0,379.0,0,67.0
1148,Corsair CSSD-F40GB2,20Aug,37.3,1279.0,1,93.5
1149,Corsair CSSD-F60GB2,20Jul,55.9,1458.0,1,124.9
1150,Corsair CSSD-F60GB2-A,20Apr,55.9,1483.0,1,124.9
1151,Corsair CSSD-F80GB2-A,20Mar,74.4,1217.0,1,74.9
1152,Corsair CSSD-F80GBP2,20Sep,83.8,1339.0,1,184.9
1153,Corsair CSSD-F90GB2,20Dec,83.7,1761.0,1,160.5
1154,Corsair CSSD-R60GB2,20Feb,56.2,874.0,1,191.8
1155,Corsair CSSD-V128GB2,20Mar,119.1,1294.0,1,219.9
1156,Corsair CSSD-V32GB2,20May,29.7,807.0,1,77.5
1157,Corsair CSSD-V64GB2,20Mar,59.5,1025.0,1,139.9
1158,Corsair Force,20Aug,223.6,4353.0,1,498.5
1159,Corsair Force 3 SSD,20Aug,111.8,2338.0,1,300.59
1160,Corsair Force 3 SSD,20Aug,111.8,2338.0,1,300.59
1161,Corsair Force GS,20Aug,223.6,3601.0,1,415.9
1162,Corsair Force GT,20Jul,111.8,3165.0,1,88.8
1163,Corsair Force GT,20Jul,111.8,3165.0,1,88.8
1164,Corsair Force LS SSD,20Sep,55.9,1986.0,1,64.9
1165,Corsair Force MP500 240GB,20Dec,223.6,11972.0,1,109.0
1166,Corsair Force MP500 480GB,20Jan,447.1,12862.0,1,245.94
1167,Corsair Force MP510 1920GB,20Jan,1.7,26400.0,1,316.99
1168,Corsair Force MP510 240GB,20Oct,223.6,11247.0,1,54.99
1169,Corsair Force MP510 480GB,20Nov,447.1,16927.0,1,84.99
1170,Corsair Force MP510 960GB,20Dec,894.3,22943.0,1,154.99
1171,Corsair Force MP600 1TB,20Jul,931.5,31014.0,1,194.99
1172,Corsair Force MP600 2TB,20Jul,1.8,29121.0,1,389.99
1173,Corsair Force SSD,20Oct,111.8,1916.0,1,77.9
1174,Corsair Neutron,20Nov,111.8,3144.0,1,362.0
1175,Corsair Neutron SSD,20Mar,223.6,2570.0,1,800.3
1176,Corsair Nova 2 SSD,20Nov,28.0,828.0,1,64.9
1177,Corsair Performance Pro,20Dec,119.1,3434.0,1,179.9
1178,Corsair Performance3 SSD,20Feb,119.2,2066.0,1,204.9
1179,Crucial CT1000BX100SSD1,20Feb,931.5,3860.0,1,479.9
1180,Crucial CT1024M550SSD1,20Mar,953.9,3523.0,1,458.9
1181,Crucial CT1050MX300SSD1,20Aug,978.1,4883.0,1,499.9
1182,Crucial CT1050MX300SSD4,20Oct,978.1,4384.0,1,165.0
1183,Crucial CT120BX100SSD1,20Feb,111.8,2239.0,1,128.6
1184,Crucial CT120M500SSD1,20May,111.8,2338.0,1,42.3
1185,Crucial CT120M500SSD3,20Sep,111.8,2332.0,1,99.9
1186,Crucial CT120M500SSD4,20Dec,111.8,2671.0,1,119.0
1187,Crucial CT128M550SSD1,20Apr,119.2,3176.0,1,99.9
1188,Crucial CT128M550SSD3,20May,119.2,3068.0,1,143.9
1189,Crucial CT128M550SSD4,20May,119.2,3262.0,1,231.7
1190,Crucial CT128MX100SSD1,20Jun,119.2,2377.0,1,79.6
1191,Crucial CT2050MX300SSD1,20Oct,1.9,3615.0,1,490.0
1192,Crucial CT240M500SSD1,20May,223.6,2994.0,1,74.8
1193,Crucial CT240M500SSD3,20Sep,223.6,2911.0,1,245.4
1194,Crucial CT240M500SSD4,20Jul,223.6,3068.0,1,205.9
1195,Crucial CT250MX200SSD1,20Feb,232.9,3745.0,1,99.71
1196,Crucial CT250MX200SSD4,20Feb,232.9,3991.0,1,169.9
1197,Crucial CT256M225,20Sep,238.5,1162.0,1,177.7
1198,Crucial CT256M550SSD1,20Apr,238.5,3362.0,1,200.0
1199,Crucial CT256M550SSD3,20Apr,238.5,3387.0,1,194.5
1200,Crucial CT256M550SSD4,20Jul,238.5,4012.0,1,167.7
1201,Crucial CT256MX100SSD1,20Jun,238.5,3277.0,1,99.9
1202,Crucial CT275MX300SSD1,20Aug,256.2,3670.0,1,143.95
1203,Crucial CT275MX300SSD4,20Aug,256.2,3801.0,1,140.5
1204,Crucial CT480M500SSD1,20Jun,447.1,3841.0,1,69.8
1205,Crucial CT480M500SSD3,20Dec,447.1,3270.0,1,341.4
1206,Crucial CT480M500SSD4,20Apr,447.1,3958.0,1,258.4
1207,Crucial CT500BX100SSD1,20Feb,465.8,4072.0,1,274.9
1208,Crucial CT500MX200SSD1,20Mar,465.8,3269.0,1,299.9
1209,Crucial CT500MX200SSD3,20May,465.8,3865.0,1,396.1
1210,Crucial CT500MX200SSD4,20Feb,465.8,4307.0,1,398.4
1211,Crucial CT500MX200SSD6,20May,465.8,4302.0,1,297.7
1212,Crucial CT512M550SSD1,20Apr,476.9,3444.0,1,99.0
1213,Crucial CT512M550SSD3,20Apr,476.9,3255.0,1,417.4
1214,Crucial CT512M550SSD4,20Jun,476.9,3687.0,1,277.7
1215,Crucial CT512MX100SSD1,20Jun,476.9,3616.0,1,179.9
1216,Crucial CT525MX300SSD1,20Aug,489.0,3929.0,1,225.6
1217,Crucial CT525MX300SSD4,20Oct,489.0,4185.0,1,195.75
1218,Crucial CT750MX300SSD1,20Jul,698.6,4070.0,1,680.9
1219,Crucial CT960M500SSD1,20Aug,894.3,3622.0,1,190.62
1220,Crucial M4-CT128M4SSD1,20Mar,114.5,2127.0,1,114.9
1221,Crucial M4-CT128M4SSD2,20Apr,119.2,2206.0,1,104.9
1222,Crucial M4-CT128M4SSD3,20Sep,119.2,2082.0,1,109.9
1223,Crucial MX500 1TB M.2,20Apr,931.5,4867.0,1,269.0
1224,Crucial MX500 500GB CT500MX500SSD4,20Apr,465.8,4790.0,1,70.99
1225,Cruicial CT250BX100SSD1,20Jan,232.9,3620.0,1,94.9
1226,CSSD-F115GB2-A,20Mar,107.0,1575.0,1,109.9
1227,CSSD-V60GB2,20Jul,55.9,1009.0,1,123.4
1228,CT1000BX500SSD1,20Nov,931.5,2958.0,1,99.99
1229,CT1000MX500SSD1,20Dec,931.5,4464.0,1,114.99
1230,CT1000P1SSD8,20Nov,931.5,12505.0,1,149.93
1231,CT120BX100SSD1,20Mar,111.8,2844.0,1,65.9
1232,CT120BX300SSD1,20Sep,111.8,3862.0,1,78.9
1233,CT120BX500SSD1,20Sep,111.8,2918.0,1,28.99
1234,CT128V4SSD2,20Oct,119.2,1374.0,1,184.4
1235,CT2000BX500SSD1,20Jan,1.8,3070.0,1,199.99
1236,CT2000MX500SSD1,20Feb,1.8,4399.0,1,229.99
1237,CT240BX200SSD1,20Nov,223.6,3661.0,1,147.77
1238,CT240BX300SSD1,20Sep,223.6,3817.0,1,124.9
1239,CT240BX500SSD1,20Oct,223.6,2957.0,1,40.99
1240,CT250BX100SSD1,20May,232.9,3156.0,1,81.9
1241,CT250MX500SSD1,20Jan,232.9,4118.0,1,50.99
1242,CT250MX500SSD4,20Apr,232.9,4531.0,1,49.99
1243,CT480BX200SSD1,20Nov,447.1,3831.0,1,157.7
1244,CT480BX300SSD1,20Sep,447.1,3988.0,1,164.3
1245,CT480BX500SSD1,20Sep,447.1,2705.0,1,60.99
1246,CT500MX500SSD1,20Jan,465.8,4626.0,1,69.99
1247,CT500P1SSD8,20Nov,465.8,10632.0,1,85.0
1248,CT500P2SSD8,20Apr,465.8,16878.0,1,69.99
1249,CT960BX200SSD1,20Mar,894.3,4097.0,1,297.7
1250,CT960BX500SSD1,20Jan,894.3,2865.0,1,99.99
1251,CUK Cyclone M.2 NVMe 500GB,20Apr,465.8,15693.0,1,1249.9
1252,D2RSTK251E19-0400,20Sep,372.6,3465.0,1,146.7
1253,WDC WD1600YD,20Mar,153.4,369.0,0,64.5
1254,WDC WD1600YS,20Jan,153.4,393.0,0,73.7
1255,WDC WD1601ABYS,20Mar,153.4,471.0,0,165.0
1256,WDC WD1602ABKS,20Jul,149.0,641.0,0,65.0
1257,WDC WD2000F9YZ,20Sep,1.8,998.0,0,239.9
1258,WDC WD2000FYYZ,20Jan,1.8,1013.0,0,140.2
1259,WDC WD2001FASS,20Sep,1.8,865.0,0,143.0
1260,WDC WD2001FFSX,20Jan,1.8,1056.0,0,300.0
1261,WDC WD2002FAEX,20Feb,1.8,833.0,0,141.0
1262,WDC WD2002FYPS,20Aug,1.8,681.0,0,138.7
1263,WDC WD2003FYPS,20Sep,1.8,657.0,0,120.0
1264,WDC WD2003FYYS,20Nov,1.8,871.0,0,57.4
1265,WDC WD2003FZEX,20Jan,1.8,1172.0,0,118.99
1266,WDC WD2004FBYZ,20Apr,1.8,1139.0,0,145.1
1267,WDC WD2005FBYZ,20Jun,1.8,1254.0,0,109.7
1268,WDC WD200BB,20Apr,18.6,248.0,0,49.0
1269,WDC WD200EB,20May,9.8,120.0,0,63.9
1270,WDC WD20EADS,20Nov,1.8,605.0,0,152.8
1271,WDC WD20EARS,20Feb,1.8,652.0,0,81.7
1272,WDC WD20EARX,20Nov,1.8,677.0,0,142.4
1273,WDC WD20EFRX,20Nov,1.8,861.0,0,167.8
1274,WDC WD20EURS,20Jun,1.8,679.0,0,133.9
1275,WDC WD20EURX,20Nov,1.8,846.0,0,104.4
1276,WDC WD20EZRX,20Oct,1.8,888.0,0,69.9
1277,WDC WD20EZRZ,20Nov,1.8,1082.0,0,1667.9
1278,WDC WD20NPVT,20Dec,1.8,784.0,0,199.9
1279,WDC WD20PURX,20Aug,1.8,860.0,0,103.4
1280,WDC WD2500AAJB,20Feb,128.0,403.0,0,70.0
1281,WDC WD2500AAJB,20Feb,128.0,403.0,0,70.0
1282,WDC WD2500AAJS,20Mar,232.9,582.0,0,28.7
1283,WDC WD2500AAKS,20Sep,232.9,585.0,0,25.9
1284,WDC WD2500AAKX,20Jun,232.9,747.0,0,23.5
1285,WDC WD2500AVCS,20Sep,232.9,518.0,0,30.4
1286,WDC WD2500AVJB,20Jan,232.9,371.0,0,107.0
1287,WDC WD2500AVJS,20Jul,48.8,598.0,0,89.9
1288,WDC WD2500AVVS,20Dec,232.9,382.0,0,51.7
1289,WDC WD2500BB,20Apr,232.9,346.0,0,30.7
1290,WDC WD2500BEKT,20Apr,232.9,1449.0,0,29.5
1291,WDC WD2500BEKX,20Jul,232.9,524.0,0,133.8
1292,WDC WD2500BEVE,20Jan,232.9,333.0,0,78.3
1293,WDC WD2500BEVS,20Mar,232.9,370.0,0,136.9
1294,WDC WD2500BEVT,20Apr,232.9,483.0,0,87.8
1295,WDC WD2500BJKT,20Apr,232.9,442.0,0,79.9
1296,WDC WD2500BPVT,20Nov,232.9,399.0,0,74.8
1297,WDC WD2500HHTZ,20Oct,232.9,1200.0,0,175.0
1298,WDC WD2500JB,20May,232.9,422.0,0,36.9
1299,WDC WD2500JD,20Mar,232.9,353.0,0,184.0
1300,WDC WD2500JS,20Apr,232.9,379.0,0,79.0
1301,WDC WD2500KS,20Mar,232.9,385.0,0,78.0
1302,WDC WD2500LPLX,20Jul,232.9,776.0,0,66.9
1303,WDC WD2500LPVT,20Nov,232.9,688.0,0,86.9
1304,WDC WD2500LPVX,20Apr,232.9,596.0,0,51.9
1305,WDC WD2500SB,20Aug,232.9,409.0,0,88.0
1306,WDC WD2500YD,20Nov,233.8,372.0,0,54.9
1307,WDC WD2500YS,20Mar,233.8,387.0,0,195.0
1308,WDC WD2502ABYS,20Dec,29.3,731.0,0,36.0
1309,WDC WD2503ABYX,20May,233.7,835.0,0,50.6
1310,WDC WD2503ABYZ,20May,232.9,897.0,0,79.2
1311,WDC WD25EZRS,20Mar,2.3,739.0,0,55.0
1312,WDC WD25EZRX,20Nov,2.3,767.0,0,149.0
1313,WDC WD3000BLFS,20Mar,279.5,762.0,0,115.9
1314,WDC WD3000BLHX,20Mar,279.5,924.0,0,70.0
1315,WDC WD3000HLFS,20Feb,279.5,746.0,0,125.0
1316,WDC WD3000HLHX,20Sep,279.4,877.0,0,109.9
1317,WDC WD3001FAEX,20Dec,2.7,1048.0,0,238.8
1318,WDC WD3003FZEX,20Apr,2.7,1101.0,0,189.9
1319,WDC WD30EFRX,20Dec,2.7,928.0,0,108.9
1320,WDC WD30EURS,20Dec,2.7,746.0,0,94.5
1321,WDC WD30EZRX,20Sep,2.7,766.0,0,69.9
1322,WDC WD30EZRZ,20Feb,2.7,946.0,0,86.9
1323,WDC WD3200AAJB,20Mar,298.1,432.0,0,126.5
1324,WDC WD3200AAJS,20Feb,296.6,619.0,0,17.5
1325,WDC WD3200AAKS,20Nov,298.1,591.0,0,19.9
1326,WDC WD3200AAKX,20Jul,298.1,719.0,0,72.9
1327,WDC WD3200AUDX,20Aug,298.1,746.0,0,47.9
1328,WDC WD3200AVBS,20Feb,298.1,479.0,0,19.9
1329,WDC WD3200AVCS,20Jun,298.1,503.0,0,73.6
1330,WDC WD3200AVJS,20Mar,60.0,467.0,0,9.9
1331,WDC WD3200AVVS,20Sep,48.8,420.0,0,36.3
1332,WDC WD3200BEKT,20Apr,298.1,643.0,0,72.1
1333,WDC WD3200BEKX,20Oct,298.1,664.0,0,49.9
1334,WDC WD3200BEVE,20Dec,298.1,340.0,0,74.9
1335,WDC WD3200BEVE,20Dec,298.1,340.0,0,74.9
1336,WDC WD3200BEVT,20Apr,298.1,446.0,0,82.8
1337,WDC WD3200BJKT,20Mar,298.1,485.0,0,79.9
1338,WDC WD3200BPVT,20Apr,298.1,487.0,0,24.9
1339,WDC WD3200BUCT,20Apr,298.1,495.0,0,32.4
1340,WDC WD3200BVVT,20Feb,298.1,496.0,0,50.5
1341,WDC WD3200LPCX,20Aug,298.1,581.0,0,38.0
1342,WDC WD3200LPLX,20Apr,298.1,657.0,0,63.9
1343,WDC WD3200LPVT,20Apr,298.1,588.0,0,51.9
1344,WDC WD3200LPVX,20Jul,298.1,586.0,0,29.9
1345,WDC WD3200SD,20Apr,298.1,406.0,0,125.0
1346,WDC WD3200YS,20Mar,298.1,416.0,0,99.0
1347,WDC WD3202ABYS,20Oct,97.7,652.0,0,94.9
1348,WDC WD4000F9YZ,20Feb,3.6,1125.0,0,219.7
1349,WDC WD4000FYYZ,20Apr,3.6,1089.0,0,241.6
1350,WDC WD4000KD,20Feb,372.6,399.0,0,99.0
1351,WDC WD4001FAEX,20Oct,3.6,1027.0,0,278.8
1352,WDC WD4002FYYZ,20Nov,3.6,1386.0,0,250.0
1353,WDC WD4003FZEX,20Feb,3.6,1107.0,0,366.2
1354,WDC WD4004FZWX,20Feb,3.6,1160.0,0,323.9
1355,WDC WD400JB,20Mar,37.3,284.0,0,35.0
1356,WDC WD40E31X,20Jun,3.6,867.0,0,309.1
1357,WDC WD40EFRX,20Nov,3.6,992.0,0,109.9
1358,WDC WD40EZRX,20May,3.6,907.0,0,251.3
1359,WDC WD40EZRZ,20Nov,3.6,1031.0,0,96.9
1360,WDC WD40PURX,20Dec,3.6,948.0,0,132.0
1361,WDC WD4500HLHX,20Aug,419.1,872.0,0,258.8
1362,WDC WD5000AACS,20Apr,465.8,474.0,0,19.9
1363,WDC WD5000AADS,20Sep,465.8,588.0,0,19.9
1364,WDC WD5000AAJB,20Mar,459.6,382.0,0,115.9
1365,WDC WD5000AAJS,20Mar,465.8,501.0,0,90.0
1366,WDC WD5000AAKB,20Nov,465.8,419.0,0,95.0
1367,WDC WD5000AAKS,20Dec,465.8,710.0,0,39.9
1368,WDC WD5000AAKX,20Jun,465.8,768.0,0,21.99
1369,WDC WD5000AUDX,20Oct,465.8,744.0,0,64.9
1370,WDC WD5000AURX,20Feb,465.8,834.0,0,52.5
1371,WDC WD5000AVCS,20Feb,465.8,567.0,0,68.9
1372,WDC WD5000AVDS,20Oct,465.7,547.0,0,19.8
1373,WDC WD5000AVVS,20Apr,465.8,493.0,0,46.9
1374,WDC WD5000AZDX,20Sep,465.8,805.0,0,98.7
1375,WDC WD5000AZLX,20Nov,465.8,1131.0,0,19.99
1376,WDC WD5000AZRX,20Mar,465.8,728.0,0,35.9
1377,WDC WD5000AZRZ,20Jan,465.8,909.0,0,46.9
1378,WDC WD5000BEKT,20Aug,465.8,600.0,0,49.9
1379,WDC WD5000BEVT,20Jan,465.8,425.0,0,109.8
1380,WDC WD5000BHTZ,20Oct,465.8,1231.0,0,144.1
1381,WDC WD5000BPKT,20Sep,465.8,718.0,0,25.5
1382,WDC WD5000BPKX,20Nov,465.8,690.0,0,124.7
1383,WDC WD5000BPVT,20Aug,465.8,518.0,0,43.4
1384,WDC WD5000BUCT,20Apr,465.8,552.0,0,33.9
1385,WDC WD5000HHTZ,20Nov,465.8,1187.0,0,107.9
1386,WDC WD5000KS,20Mar,465.8,411.0,0,44.0
1387,WDC WD5000LPCX,20Nov,465.8,727.0,0,22.9
1388,WDC WD5000LPLX,20Jul,465.8,919.0,0,30.0
1389,WDC WD5000LPVT,20Oct,465.8,645.0,0,39.9
1390,WDC WD5000LPVX,20May,465.8,631.0,0,26.6
1391,WDC WD5000LUCT,20Apr,465.8,654.0,0,60.9
1392,WDC WD5000MPCK,20Aug,465.8,669.0,0,35.7
1393,WDC WD5000YS,20Dec,465.8,425.0,0,50.0
1394,WDC WD5001AALS,20Aug,465.8,624.0,0,138.8
1395,WDC WD5001FZWX,20Dec,4.5,1109.0,0,295.0
1396,WDC WD5002AALX,20Sep,465.8,755.0,0,128.0
1397,WDC WD5002ABYS,20Sep,465.8,696.0,0,87.9
1398,WDC WD5003ABYX,20Dec,465.8,798.0,0,84.9
1399,WDC WD5003ABYZ,20Jan,465.8,860.0,0,36.0
1400,WDC WD5003AZEX,20Oct,465.8,1038.0,0,59.9
1401,WDC WD6000BLHX,20Dec,558.9,814.0,0,150.0
1402,WDC WD6000HLHX,20Apr,558.9,867.0,0,169.9
1403,WDC WD6001FZWX,20Dec,5.5,1517.0,0,341.9
1404,WDC WD60EFRX,20May,5.5,1052.0,0,399.1
1405,WDC WD60PURX,20Feb,5.5,1168.0,0,366.9
1406,WDC WD6400AACS,20Aug,596.2,542.0,0,29.9
1407,WDC WD6400AAKS,20Feb,596.2,649.0,0,56.9
1408,WDC WD6400AARS,20Jan,596.2,632.0,0,62.4
1409,WDC WD6400BEVT,20Jun,596.2,491.0,0,98.9
1410,WDC WD6400BPVT,20Sep,596.2,525.0,0,97.4
1411,WDC WD6402AAEX,20Mar,596.2,732.0,0,59.9
1412,WDC WD740GD,20Dec,69.2,439.0,0,128.0
1413,WDC WD740HLFS,20Jun,69.2,725.0,0,178.9
1414,WDC WD7500AACS,20Mar,698.6,474.0,0,61.0
1415,WDC WD7500AADS,20Jun,698.6,565.0,0,65.2
1416,WDC WD7500AAKS,20Jan,698.6,549.0,0,99.0
1417,WDC WD7500AALX,20Jan,698.6,729.0,0,103.9
1418,WDC WD7500AARS,20Feb,698.6,569.0,0,85.5
1419,WDC WD7500AARX,20Jul,698.6,602.0,0,113.1
1420,WDC WD7500AYYS,20Apr,698.6,558.0,0,99.8
1421,WDC WD7500AZEX,20Dec,698.6,953.0,0,104.0
1422,WDC WD7500BFCX,20Mar,698.6,683.0,0,66.9
1423,WDC WD7500BPKT,20Sep,698.6,821.0,0,95.6
1424,WDC WD7500BPKX,20Aug,698.6,740.0,0,147.2
1425,WDC WD7500BPVT,20Oct,698.6,994.0,0,99.8
1426,WDC WD7500BPVX,20Jun,698.6,664.0,0,66.4
1427,WDC WD7500KPVT,20Jul,698.6,435.0,0,75.8
1428,WDC WD7500LPCX,20Nov,698.6,652.0,0,85.9
1429,WDC WD7501AALS,20Feb,698.6,650.0,0,108.0
1430,WDC WD7502AAEX,20Apr,698.6,777.0,0,78.9
1431,WDC WD7502ABYS,20Oct,698.6,688.0,0,63.0
1432,WDC WD8000AARS,20Feb,745.1,587.0,0,74.7
1433,WDC WD800AAJB,20Feb,74.5,466.0,0,55.0
1434,WDC WD800AAJS,20May,74.5,503.0,0,59.0
1435,WDC WD800BB,20Apr,74.5,323.0,0,89.9
1436,WDC WD800BEVE,20Mar,74.3,271.0,0,69.9
1437,WDC WD800BEVS,20Mar,74.5,270.0,0,77.3
1438,WDC WD800BEVT,20Mar,74.5,378.0,0,108.9
1439,WDC WD800GD,20Feb,74.5,452.0,0,42.2
1440,WDC WD800HLFS,20Mar,74.4,771.0,0,21.4
1441,WDC WD800JB,20Mar,74.5,330.0,0,99.3
1442,WDC WD800JD,20Jan,74.5,331.0,0,19.9
1443,WDC WD800VE,20Aug,71.5,175.0,0,179.9
1444,WDC WD8088AADS,20Oct,753.3,530.0,0,149.8
1445,WDC WDBNCE2500PNC,20Jun,232.9,3974.0,1,40.0
1446,WDC WDS100T1B0A,20Dec,931.5,4101.0,1,179.9
1447,WDC WDS100T1B0B,20Nov,931.5,4354.0,1,318.7
1448,WDC WDS100T2B0A,20Oct,931.5,4431.0,1,109.99
1449,WDC WDS100T2B0B,20Dec,931.5,4910.0,1,109.99
1450,WDC WDS100T2B0C,20Dec,931.5,16847.0,1,119.99
1451,WDC WDS100T2G0A,20Apr,931.5,3209.0,1,99.99
1452,WDC WDS120G1G0A,20Dec,111.8,2401.0,1,25.7
1453,WDC WDS120G2G0A,20Dec,111.8,2285.0,1,44.99
1454,WDC WDS120G2G0B,20Mar,111.8,2636.0,1,34.98
1455,WDC WDS200T2B0A,20Mar,1.8,4599.0,1,224.9
1456,WDC WDS200T2B0B,20May,1.8,4825.0,1,229.99
1457,WDC WDS240G1G0A,20Dec,223.6,2420.0,1,59.99
1458,WDC WDS240G1G0B,20Nov,223.6,3007.0,1,41.7
1459,WDC WDS240G2G0A,20Dec,223.6,2646.0,1,38.99
1460,WDC WDS240G2G0B,20Feb,223.6,2982.0,1,45.07
1461,WDC WDS250G1B0A,20Nov,232.9,4549.0,1,64.9
1462,WDC WDS250G1B0B,20Nov,232.9,4656.0,1,67.7
1463,WDC WDS250G1B0C,20May,232.9,11582.0,1,68.45
1464,WDC WDS250G2B0A,20Sep,232.9,4566.0,1,45.99
1465,WDC WDS250G2B0B,20Sep,232.9,4123.0,1,49.99
1466,WDC WDS250G2B0C,20Jan,232.9,11261.0,1,54.99
1467,WDC WDS480G2G0A,20Dec,447.1,2566.0,1,55.99
1468,WDC WDS480G2G0B,20Oct,447.1,2915.0,1,76.99
1469,WDC WDS500G1B0A,20Nov,465.8,4272.0,1,74.0
1470,WDC WDS500G1B0B,20Nov,465.8,4706.0,1,99.9
1471,WDC WDS500G1B0C,20Apr,465.8,13509.0,1,76.9
1472,WDC WDS500G2B0A,20Sep,465.8,4352.0,1,69.97
1473,WDC WDS500G2B0B,20Nov,465.8,4878.0,1,67.06
1474,WDC WDS500G2B0C,20Jan,465.8,15426.0,0,69.99
1475,WDC WDS512G1X0C,20Feb,476.9,7303.0,1,194.0
1476,XPG GAMMIX S11 240GB,20Jun,223.6,12601.0,1,104.9
1477,XPG GAMMIX S11 480GB,20Jun,447.1,16835.0,1,92.9
1478,XPG GAMMIX S11 Pro,20Jan,238.5,14171.0,1,139.9
1479,XPG GAMMIX S11 Pro,20Jan,238.5,14171.0,1,139.9
1480,XPG GAMMIX S5,20Mar,238.5,12625.0,1,45.9
1481,XPG GAMMIX S50,20Nov,931.5,30534.0,1,194.99
1482,XPG SPECTRIX S40G,20Jul,238.5,13049.0,1,49.9
1483,XPG SX950U,20Nov,894.3,2433.0,1,109.9
1484,ZOTAC ZTSSD-A4P-120G,20Nov,111.8,1634.0,1,44.9
1485,ZOTAC ZTSSD-A5P-240G-PE,20Nov,223.6,3467.0,1,74.9
1486,ZTC-SM201-128G,20Mar,119.2,2324.0,1,142.7
1487,EDGE Boost Pro 7mm SSD,20Aug,223.6,2426.0,1,547.5
1488,EDGE Boost Pro SSD,20Feb,447.1,2741.0,1,53.3
1489,EDGE E3 SSD,20Mar,476.9,3964.0,1,127.8
1490,FCCT128M4SSD1,20Jan,119.2,2076.0,1,54.9
1491,FCCT240M500SSD1,20Jul,223.6,3010.0,1,64.9
1492,FCCT256M4SSD1,20Dec,238.5,2306.0,1,89.9
1493,FCCT960M500SSD1,20Sep,894.3,3177.0,1,219.9
1494,Force MP600,20Sep,465.8,26978.0,1,119.99
1495,FORESEE 64GB SSD,20Oct,59.6,2411.0,1,28.9
1496,FUJITSU MBA3073RC,20Oct,68.5,633.0,0,112.9
1497,FUJITSU MBA3147RC,20Nov,136.7,611.0,0,64.0
1498,FUJITSU MBA3300RC,20Feb,279.4,564.0,0,107.8
1499,FUJITSU MHV2080AT,20Mar,27.9,145.0,0,69.0
1500,FUJITSU MHW2160BH,20Dec,136.4,231.0,0,151.2
1501,FUJITSU MHZ2120BH,20Feb,111.8,308.0,0,84.9
1502,FUJITSU MHZ2250BH,20Dec,232.9,331.0,0,124.9
1503,Fujitsu SSD 128GB,20Jul,119.2,2710.0,1,966.7
1504,Fujitsu SSD 64GB,20Sep,59.6,1320.0,1,879.9
1505,Fujitsu SSD256GB,20Dec,238.5,3664.0,1,159.9
1506,Fusion-io ioFX 420GB,20Apr,391.1,4492.0,0,1995.0
1507,G.SKILL FM-25S3-240GPF,20Nov,223.6,3177.0,1,74.9
1508,G.SKILL Phoenix Blade 480GB,20Nov,447.2,10453.0,1,549.9
1509,Gigabyte AORUS NVMe Gen4 M.2 1TB,20Jul,931.5,29893.0,1,229.99
1510,Gigabyte AORUS NVMe Gen4 M.2 2TB,20Jul,1.8,28543.0,1,415.99
1511,GIGABYTE GP-ASM2NE6500GTTD,20Sep,465.8,22606.0,1,129.99
1512,GIGABYTE GP-GSM2NE3256GNTD,20Nov,238.5,14781.0,1,57.01
1513,GIGABYTE GP-GSM2NE3512GNTD,20Oct,476.9,14350.0,0,79.99
1514,GIGABYTE GP-GSTFS31120GNTD,20Sep,111.8,2904.0,1,26.9
1515,GIGABYTE GP-GSTFS31240GNTD,20Aug,223.6,3192.0,1,36.9
1516,GIGABYTE GP-GSTFS31480GNTD,20Jan,447.1,3728.0,1,59.99
1517,Gigabyte M.2 PCIe SSD 128GB,20Feb,119.2,6283.0,1,27.9
1518,GSkill FM-25S2S-120GBP2,20Aug,111.8,1785.0,1,104.9
1519,HFS120G32TND-N1A2A,20Nov,111.8,4226.0,1,218.9
1520,HFS250G32TND-N1A2A,20Aug,232.9,4407.0,1,239.9
1521,HFS256G32TND-N210A,20Aug,238.5,3360.0,1,79.9
1522,HFS500G32TND-N1A2A,20Nov,465.8,4211.0,1,264.9
1523,HGST HDS724040ALE640,20Nov,3.6,894.0,0,138.9
1524,HGST HTE545032A7E380,20Dec,298.1,559.0,0,57.9
1525,HGST HTE721010A9E630,20Oct,931.5,861.0,0,77.9
1526,HGST HTE725032A7E630,20Sep,298.1,637.0,0,53.6
1527,HGST HTE725050A7E630,20Nov,465.8,630.0,0,129.9
1528,HGST HTS541010A9E680,20Feb,931.5,601.0,0,72.9
1529,HGST HTS541064A9E680,20Aug,596.2,551.0,0,29.9
1530,HGST HTS545025A7E380,20Sep,232.9,612.0,0,55.9
1531,HGST HTS545032A7E380,20Jan,298.1,485.0,0,34.9
1532,HGST HTS545050A7E380,20Dec,465.8,608.0,0,55.9
1533,HGST HTS545050A7E680,20Aug,465.8,602.0,0,2573.0
1534,HGST HTS721010A9E630,20Dec,931.5,761.0,0,119.8
1535,HGST HTS721050A9E630,20Nov,465.8,766.0,0,49.9
1536,HGST HTS725032A7E630,20Jan,298.1,634.0,0,19.9
1537,HGST HTS725050A7E630,20Dec,465.8,771.0,0,19.9
1538,HGST HTS725050B7E630,20Sep,465.8,950.0,0,24.0
1539,HGST HUS724020ALA640,20Jun,1.8,1075.0,0,124.0
1540,HGST HUS724020ALE640,20Jan,1.8,818.0,0,160.2
1541,HGST HUS724040ALE640,20Dec,3.6,1024.0,0,313.9
1542,Hitachi DK23EA-60,20Feb,55.9,153.0,0,31.9
1543,Hitachi DK23FA-80,20Mar,69.5,165.0,0,8.7
