,name,year,TDP,price,G3DMark,G2DMark
524,Radeon R9 255,2014,-1,344.1,1304,350
525,TENSOR 1.0 Driver Intel HD 630,2019,-1,0,1300,873
526,GeForce GTX 460M,2012,50,0,1299,274
527,FirePro 3D V5800,2010,74,369.9,1290,391
528,GeForce GTX 760A,2015,-1,0,1281,781
529,Radeon R7 A370,2016,-1,0,1281,742
530,Radeon R7 + R7 200 Dual,2014,-1,0,1279,473
531,FirePro 3D V8750,2009,154,1230.9,1272,542
532,Radeon R7 PRO A10-9700,2017,-1,0,1264,462
533,Firepro W4190M,2016,-1,0,1263,621
534,Radeon HD 8570D + HD 6670 Dual,2014,-1,0,1261,537
535,Radeon HD 7560D + HD 7600 Dual,2017,-1,0,1258,457
536,Intel Iris 540,2015,-1,0,1256,315
537,Radeon R7 A12-9800 RADEON,2017,-1,0,1248,475
538,Radeon HD 4870,2012,150,129.9,1245,334
539,Quadro 2000 D,2011,-1,0,1239,594
540,Radeon HD 8570D + 6570 Dual,2014,-1,0,1239,459
541,Radeon HD 7660D + 6670 Dual,2012,-1,0,1238,524
542,Radeon R7 430,2017,-1,114.99,1238,492
543,Radeon HD 7560D + HD 6570 Dual,2014,-1,0,1237,528
544,Radeon R7 + R5 340 Dual,2017,-1,0,1235,471
545,Radeon R7 + R7 250 Dual,2016,-1,0,1232,576
546,GeForce 930A,2016,-1,0,1227,617
547,Radeon HD 8670D + HD 6670 Dual,2014,-1,0,1222,541
548,Radeon R9 M375,2015,-1,0,1220,569
549,GeForce GTX 260,2012,202,95.3,1212,286
550,Radeon HD 6770,2011,108,76.9,1212,300
551,Radeon HD 8790M / R9 M290X,2015,-1,0,1211,694
552,FirePro 3D V8700,2010,151,199.9,1206,515
553,GeForce GPU,2015,-1,0,1205,166
554,N16P-GX,2015,-1,0,1205,803
555,Radeon R9 M275X / M375,2014,50,0,1205,395
556,Radeon HD 7660D + 7540D Dual,2013,-1,0,1204,547
557,Radeon HD 7750M,2013,28,0,1191,693
558,Radeon R7 +8G,2016,-1,0,1191,460
559,Radeon Vega 6,2018,-1,1799.9,1179,305
560,FireStream 9250,2013,150,0,1165,465
561,Radeon 535,2019,-1,0,1162,341
562,Radeon R7 250,2013,75,59.9,1162,276
563,Barco MXRT 5400,2016,-1,0,1161,457
564,Intel Coffee Lake UHD,2017,-1,0,1158,918
565,Quadro K620M,2015,-1,0,1150,175
566,Radeon HD 5750,2012,86,69.4,1149,307
567,Radeon RX 640,2020,50,0,1149,250
568,GeForce GT 640,2011,65,165,1148,262
569,Intel UHD,2018,-1,0,1148,268
570,Radeon R9 M280X,2020,75,0,1148,327
571,Radeon R7 A10-9700 RADEON,2017,-1,0,1145,280
572,GeForce GT 745A,2013,-1,0,1144,748
573,Radeon R7 PRO A10-9700E,2017,-1,529,1143,460
574,Radeon HD 8850M / R9 M265X,2016,-1,0,1140,741
575,GeForce GTS 450,2012,106,79.9,1138,286
576,GeForce 840A,2014,-1,0,1137,331
577,GeForce GTX 295,2009,289,159.9,1132,462
578,Radeon HD 4850 X2,2012,250,0,1132,542
579,GeForce GT 650M,2012,45,0,1131,229
580,Radeon HD 7560D + 6670 Dual,2012,-1,0,1131,501
581,Quadro FX 5800,2009,189,178.8,1128,433
582,Radeon HD 6750,2011,86,49.9,1128,340
583,Radeon R7 PRO A12-8870E,2016,-1,0,1127,367
584,Intel HD 630,2016,-1,0,1126,261
585,Radeon HD 8650G + 7700M Dual,2014,-1,0,1126,399
586,Quadro 3000M,2011,75,69.9,1124,296
587,RadeonT R5 430,2017,-1,0,1124,920
588,Radeon HD 7660D + 7500 Dual,2013,-1,0,1121,500
589,Radeon R7 M260X,2015,-1,0,1116,587
590,Radeon R7 A10-8850,2017,-1,0,1115,544
591,Radeon R9 M275,2014,-1,699.9,1115,569
592,Quadro K1100M,2013,45,49.9,1108,276
593,Radeon R7 A12-9800E RADEON,2017,-1,139.1,1106,389
594,Quadro 2100M,2013,-1,0,1100,765
595,Radeon HD 7660D + 6570 Dual,2013,-1,0,1100,551
596,Radeon R7 A10-9700E RADEON,2018,-1,0,1100,403
597,GeForce GTX 850M - MODDED,2014,-1,0,1092,819
598,MIRRORV3,2019,-1,0,1081,421
599,Barco MXRT 5450,2013,-1,0,1079,478
600,Radeon R5 PRO A6-8570 2C+6G,2017,-1,0,1079,449
601,GeForce 940M,2015,33,0,1074,153
602,Radeon HD 8570,2013,66,98.6,1073,409
603,Radeon HD 8450G + 8600/8700M Dual,2013,-1,0,1070,381
604,FirePro M4170,2015,-1,0,1066,646
605,GeForce 920MX,2016,-1,0,1063,153
606,Radeon HD 7660D + 7670 Dual,2012,-1,0,1062,494
607,Intel UHD Graphics 620,2017,-1,0,1061,250
608,Radeon HD 7520G + 7700M Dual,2013,-1,0,1061,331
609,Firepro M4100,2015,-1,0,1059,623
610,GeForce GT 445M,2010,35,0,1055,391
611,Radeon R5 340,2016,-1,0,1055,595
612,Radeon R7 M460,2016,-1,0,1054,271
613,OPAL XT/GL,2015,-1,0,1053,640
614,GeForce GTX 850A,2015,-1,0,1050,551
615,Radeon HD 7670A,2012,-1,0,1050,702
616,Radeon R7 PRO A8-9600,2016,-1,0,1049,482
617,Quadro K2000M,2012,55,144,1048,291
618,Radeon R7 + R7 240 Dual,2015,-1,0,1045,374
619,Radeon R7 Opteron X3421,2017,-1,0,1044,361
620,GeForce GTX 280,2012,236,522.7,1040,429
621,Radeon HD 8570D + 6670 Dual,2014,-1,0,1040,505
622,Radeon R9 M265X,2014,-1,0,1038,266
623,Mobility Radeon HD 5870,2012,50,0,1036,232
624,Radeon HD 8570D + HD 8570 Dual,2016,-1,0,1033,520
625,GeForce 940A,2015,-1,0,1031,538
626,Radeon HD 8600/8700M,2014,-1,0,1030,554
627,FirePro W4170M,2015,-1,0,1029,250
628,Radeon HD7570,2014,-1,0,1029,357
629,Radeon R7 + R5 330 Dual,2016,-1,0,1028,531
630,Radeon R7 A8-7500,2017,-1,0,1028,493
631,FirePro M4150,2015,-1,0,1025,381
632,Radeon R9 A375,2020,-1,0,1024,232
633,Radeon HD 8670D + R7 240 Dual,2014,-1,0,1020,525
634,Radeon HD 6700M,2012,-1,0,1017,523
635,Intel Iris Pro 5200,2013,-1,0,1016,410
636,NVS 810,2016,-1,624.9,1015,457
637,Radeon R5 A6-9500E 2C+4G,2018,-1,0,1015,438
638,Radeon R7 PRO A12-9800E,2017,-1,0,1015,451
639,GeForce 840M,2014,30,0,1012,133
640,Radeon HD 7690M XT,2015,25,0,1009,552
641,GeForce 830A,2014,-1,0,1005,736
642,GeForce 930M,2015,-1,0,1004,163
643,Radeon HD 7690M,2012,20,0,1003,576
644,Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,2014,-1,0,1002,347
645,Intel HD 530,2015,-1,0,1001,233
646,Radeon HD 7660G + HD 7500M/7600M Dual,2016,-1,0,999,323
647,Radeon HD 8570D + R7 200 Dual,2014,-1,0,999,401
648,Radeon HD 7640G + HD 8750M Dual,2015,-1,0,997,293
649,Radeon R5 430,2017,-1,819,997,566
650,Radeon R7 A10-7850K,2014,95,0,995,322
651,Radeon R7 M350,2016,-1,0,989,317
652,Radeon R7 A10-7870K,2015,-1,0,988,273
653,Quadro 2000D,2011,-1,170,986,396
654,Radeon HD 7560D + 7570 Dual,2013,-1,0,985,434
655,Radeon HD 7670,2012,66,0,984,317
656,Radeon HD 8690M,2015,-1,0,984,768
657,Radeon HD 7560D + 7560D Dual,2014,-1,0,983,420
658,GeForce 830M,2014,25,0,977,170
659,Radeon HD 8670D + 8570 Dual,2014,-1,0,974,419
660,Radeon E6760,2012,-1,239.9,973,573
661,Radeon HD 8850M,2015,-1,0,973,502
662,Radeon R7 PRO A10-8750B,2015,-1,0,972,397
663,Radeon R6 A10-9600P 4C+6G,2018,-1,0,970,336
664,Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,2013,-1,0,967,351
665,Radeon HD 6770M,2011,-1,0,964,572
666,Radeon HD 8570D + R7 240 Dual,2014,-1,0,964,489
667,Radeon R7 A10-8750,2015,-1,0,963,328
668,Radeon R7 A10 PRO-7850B,2014,-1,0,962,497
669,Radeon HD 5600/5700,2011,-1,0,959,463
670,Radeon R7 M445,2017,-1,744,957,269
671,Radeon R6 Opteron X3418,2019,-1,0,955,399
672,Radeon R7 A265,2015,-1,0,955,737
673,Radeon Vega 3 Mobile,2017,-1,0,954,406
674,Radeon HD 8670D + R7 200 Dual,2014,-1,0,950,506
675,Radeon R7 PRO A10-8770,2017,-1,0,950,355
676,Radeon HD 8570 + HD 7660D Dual,2013,-1,0,949,467
677,Quadro 2000,2010,62,99.9,948,278
678,Quadro CX,2009,-1,149.9,947,454
679,Radeon HD 4770,2011,80,0,947,357
680,Radeon HD 6670/7670,2016,-1,0,946,320
681,Radeon HD 7640G + 7690M Dual,2013,-1,0,946,325
682,Radeon R7 PRO A10-8850B,2016,-1,0,945,552
683,GeForce GT 645M,2013,32,0,943,271
684,Radeon HD 7660D + R7 240 Dual,2015,-1,0,942,453
685,Radeon HD 6750M,2011,-1,0,937,487
686,Radeon HD 7560D + HD 8570 Dual,2014,-1,0,936,425
687,Quadro FX 4800,2012,150,138.9,933,300
688,GeForce GT 745M,2013,45,0,932,191
689,Radeon HD 7660G + 7730M Dual,2014,-1,0,931,392
690,Radeon R7 340,2016,-1,0,931,357
691,Intel Iris 6100,2015,-1,0,930,362
692,Radeon R7 240 + HD 8670D Dual,2014,-1,0,930,471
693,Quadro M500M,2016,30,0,929,240
694,Radeon 530,2017,-1,0,928,197
695,Radeon. HD 7730M,2017,-1,0,928,678
696,Intel HD Graphics 620,2016,-1,0,927,219
697,Radeon Vega 3,2018,-1,479.9,927,312
698,Intel HD P530,2015,-1,0,926,283
699,Intel Iris Pro 6100,2015,-1,0,925,548
700,GeForce 920A,2016,-1,0,919,528
701,Radeon 620,2020,-1,0,919,249
702,Radeon R7 240 + HD 8570D Dual,2014,-1,0,918,352
703,GRID M10-0Q,2017,-1,0,914,613
704,Radeon R7 A8-8650,2016,-1,0,913,499
705,GRID K220Q,2015,-1,0,912,539
706,GRID M6-0B,2016,-1,0,912,764
707,Radeon 6750M,2017,-1,0,911,570
708,Radeon R7 M440,2016,-1,0,908,225
709,Radeon R7 M365X,2016,-1,0,902,531
710,Barco MXRT 7400,2013,-1,0,901,682
711,Radeon HD 8550G + 7600M Dual,2016,-1,0,901,395
712,Barco MXRT 2600,2018,-1,0,900,649
713,Radeon R7 + R5 Dual,2017,-1,0,898,496
714,Radeon R5 PRO A6-9500 2C+6G,2017,-1,0,896,417
715,FirePro W2100,2014,26,113.9,895,388
716,Radeon R7 A8-7680,2019,-1,0,895,307
717,7900 MOD - Radeon HD 6550D,2013,-1,0,893,536
718,Intel UHD 620,2020,-1,0,889,662
719,GeForce GT 730M,2013,33,0,887,205
720,Radeon R7 + R5 435 Dual A10-9700 RADEON,2017,-1,0,886,480
721,Radeon HD 8650G + 7670M Dual,2013,-1,0,884,379
722,Radeon R7 PRO A12-8830B,2017,-1,0,883,341
723,FirePro 3D V4800,2010,69,159.9,882,356
724,Radeon HD 7660G + HD 7730M Dual,2016,-1,0,882,329
725,Radeon R7 PRO A10-8770E,2017,-1,0,881,327
726,Radeon HD 4850,2012,110,42.6,877,231
727,Radeon R7 A8-7670K,2015,-1,0,877,501
728,LMIMIRR,2018,-1,0,875,515
729,Radeon R7 G,2015,-1,0,870,532
730,Radeon HD 8570D + HD 6570 Dual,2014,-1,0,868,506
731,Mobility Radeon HD 4850,2009,-1,0,866,472
732,Intel HD 6000,2015,-1,0,865,325
733,Radeon HD 4830,2012,95,59.9,864,206
734,Radeon HD 8470D + HD 6450 Dual,2014,-1,0,863,590
735,Radeon 535DX,2019,-1,0,862,209
736,Radeon R7 A12-9730P RADEON,2017,-1,0,862,381
737,Intel HD 520,2015,-1,0,858,205
738,Intel UHD 617,2019,-1,0,858,341
739,Radeon R7 A10-7890K,2016,-1,0,857,293
740,Radeon 520,2017,-1,0,856,233
741,Radeon R5 A6-7480,2019,-1,0,856,368
742,Radeon HD 8550G + HD 7600M Dual,2015,-1,0,855,350
743,GeForce GT 640M,2012,32,0,854,172
744,Radeon HD 8500M/8700M,2015,-1,0,853,503
745,Radeon R7 A8-7500 4C+6G,2017,-1,0,853,390
746,Radeon R5 M435,2018,-1,0,850,235
747,Radeon R7 FX-9800P RADEON,2016,-1,530,848,341
748,Radeon HD 8750M,2014,-1,0,841,212
749,FireGL V8600,2010,-1,0,839,406
750,GeForce GT 730,2014,49,89.99,838,227
751,Radeon HD 8470D + 6570 Dual,2014,-1,0,838,454
752,Radeon HD 8670D + R5 235 Dual,2014,-1,0,837,518
753,Radeon HD 6650A,2012,-1,0,836,418
754,Radeon HD 6800M,2012,-1,0,836,362
755,Radeon HD 7560D + 6570 Dual,2012,-1,0,833,476
756,Radeon HD 7520G + HD 7500/7600 Dual,2016,-1,0,832,355
757,Radeon HD 7660G + 7600M Dual,2012,-1,0,832,341
758,Radeon HD 8650G + 8600/8700M Dual,2013,-1,0,832,374
759,GeForce GT 635,2013,-1,66.9,831,514
760,Intel HD 5200,2013,-1,0,830,653
761,Radeon R7 PRO A12-9800B,2017,-1,0,829,344
762,3DP Edition,2018,-1,0,827,931
763,GRID M60-0Q,2018,-1,0,827,516
764,Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,2013,-1,0,824,262
765,Radeon R5 PRO A10-8730B 4C+6G,2017,-1,0,823,310
766,Radeon HD 3850 X2,2009,349,0,822,422
767,Radeon HD 7540D + 7500 Dual,2014,-1,0,822,471
768,Radeon HD 8650G + HD 7600M Dual,2015,-1,0,820,346
769,Radeon HD 8550G + HD 8750M Dual,2014,-1,0,819,336
770,Quadro 2000M,2012,55,46.5,816,262
771,Radeon HD 8730M,2015,-1,0,814,209
772,Radeon R7 240,2013,30,69.9,813,227
773,Radeon R7 A12-9720P RADEON,2017,-1,365.4,813,207
774,Radeon R7 M265,2014,-1,0,813,549
775,Radeon HD 8670D + 7000 Dual,2017,-1,0,812,488
776,GRID K1,2013,-1,395,811,463
777,Radeon HD 8550G + 8600/8700M Dual,2013,-1,0,803,336
778,GeForce 730A,2015,-1,0,802,396
779,Radeon HD 8650G + HD 8790M Dual,2014,-1,0,800,404
780,GeForce GT 440,2010,65,69.9,799,252
781,GeForce 9800 GX2,2009,197,0,798,518
782,Radeon R7 M260DX,2019,-1,0,797,245
783,Radeon HD 8550G + 8750M Dual,2013,-1,0,796,321
784,Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,2013,-1,0,796,322
785,Radeon R8 M445DX,2019,-1,0,795,193
786,Radeon HD 7650A,2012,-1,262,793,707
787,Radeon R7 A10 Extreme Edition,2016,-1,0,790,352
788,Radeon HD 8650G + 8750M Dual,2013,-1,0,787,381
789,Radeon HD 5670,2012,64,47.8,784,294
790,GRID K180Q,2015,-1,0,783,445
791,Radeon R7 A365,2016,-1,0,781,763
792,Radeon R7 PRO A6-9500 2C+6G,2019,-1,0,781,439
793,Radeon HD 8650G + HD 8750M Dual,2014,-1,0,779,345
794,Radeon R5 A10-9620P 4C+6G,2017,-1,0,779,207
795,GRID P40-4Q,2019,-1,0,778,621
796,Radeon HD 7640G + 7500M/7600M Dual,2012,-1,0,776,317
797,Radeon R5 A6-8500P,2018,-1,0,776,346
798,Radeon R7 M270,2015,-1,0,776,328
799,NVS 510,2012,35,335.78,775,369
800,GeForce GT 340,2011,69,52.9,774,469
801,Mobility Radeon HD 5000,2012,-1,0,773,429
802,Radeon HD 7600M + 7600M Dual,2012,-1,0,773,317
803,Radeon HD 8650G N HD 8650G + HD 8570M Dual,2014,-1,0,773,368
804,GeForce 825M,2014,33,0,769,551
805,GeForce 9800 GTX,2009,140,0,769,366
806,Radeon HD 4810,2014,95,0,769,425
807,Radeon HD 7660G + HD 7600M Dual,2014,-1,0,769,328
808,GeForce GT 740M,2013,-1,0,766,141
809,Intel UHD 615,2018,-1,0,766,216
810,Intel HD 615,2016,-1,0,764,193
811,Quadro FX 3800,2009,108,98.9,764,224
812,Radeon HD 6650M,2011,-1,0,764,263
813,Radeon HD 8650G + HD 8600/8700M Dual,2014,-1,0,764,356
814,Mobility Radeon HD 5850,2010,31,0,763,403
815,Radeon HD 6450 + 8470D Dual,2017,-1,0,763,486
816,Radeon HD 7660G + HD 7500/7600 Dual,2016,-1,0,760,369
817,FirePro V3900,2012,50,129.9,759,320
818,Radeon R7 FX-8800P,2016,-1,0,759,206
819,Radeon HD 7660G + HD 8500M Dual,2014,-1,0,758,355
820,Radeon HD 8650G + HD 8600M N HD 8600M Dual,2013,-1,0,758,413
821,Radeon R7 PRO A10-9700B,2018,-1,0,758,259
822,Radeon HD 7660G + 7700M Dual,2013,-1,0,757,311
823,Quadro K1000M,2012,45,69.9,756,282
824,Radeon R7 A10 PRO-7800B,2014,-1,0,756,442
825,Quadro 1100M,2013,-1,0,755,734
826,Radeon HD 7640G + 7450M Dual,2014,-1,0,754,353
827,Radeon HD 8570D + HD 7000 Dual,2015,-1,0,753,465
828,Radeon HD 7660G + HD 7700M Dual,2014,-1,0,752,327
829,Quadro K600,2013,41,34.9,751,271
830,IncrediblE HD 4600,2018,-1,0,750,735
831,Radeon M535DX,2019,-1,0,750,288
832,Radeon R7 A8-7600,2014,-1,0,750,203
833,GeForce GT 140,2009,105,0,748,434
834,Radeon HD 7640G + 7650M Dual,2014,-1,0,747,188
835,Radeon HD 7660G + HD 8600/8700M Dual,2016,-1,0,747,365
836,GeForce 9800 GTX+,2012,141,0,746,344
837,Radeon HD 7660G + 7610M Dual,2012,-1,0,746,323
838,Radeon HD 8670D + R5 330 Dual,2017,-1,0,746,494
839,Radeon R5 235 + HD 7560D Dual,2014,-1,0,744,441
840,GeForce GT 730A,2014,-1,0,743,714
841,Radeon HD 7660G + 7670M Dual,2012,-1,0,743,347
842,Radeon R7 A10-7860K,2016,-1,0,743,200
843,Quadro K420,2014,41,188.3,742,258
844,Radeon HD 8650G + 7600M Dual,2013,-1,0,742,404
845,Radeon R8 M365DX,2019,-1,0,741,336
846,GRID K160Q,2016,-1,0,740,466
847,Intel Poison Ivy,2019,-1,0,739,783
848,Radeon R8 M535DX,2019,-1,0,739,233
849,Radeon HD 7670M + 7670M Dual,2012,-1,0,738,294
850,Radeon R5 235 + HD 8570D Dual,2015,-1,0,738,486
851,GeForce GTX 285M,2010,75,0,735,474
852,Intel Iris 5100,2013,-1,0,731,272
853,Radeon HD 7550M/7650M,2012,13,0,729,524
854,GRID K140Q,2014,-1,0,728,457
855,GeForce 720A,2018,-1,0,725,690
856,Quadro FX 3800M,2009,100,0,725,350
857,Radeon R7 A12-9700P RADEON,2016,-1,435.9,725,181
858,Intel UHD 610,2018,-1,0,724,188
859,Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,2013,-1,0,723,292
860,Radeon HD 8650G + R5 M200 Dual,2015,-1,0,723,323
861,Radeon R5 PRO A6-9500E 2C+4G,2017,-1,0,722,308
862,Radeon R5 PRO A8-9600B 4C+6G,2017,-1,0,722,294
863,Asus GTX 650 FML II EC-EGPU,2016,-1,0,721,534
864,Mobility Radeon HD 4870,2010,-1,0,720,416
865,Radeon HD 7540D + 6570 Dual,2013,-1,0,720,469
866,Radeon R7 A360,2017,-1,0,720,772
867,Radeon HD 8670D + HD 7000 Dual,2015,-1,0,719,403
868,Radeon HD 8470D + 6450 Dual,2013,-1,0,717,558
869,GeForce 920M,2015,-1,0,716,119
870,Radeon HD 8650G + HD 8570M Dual,2014,-1,0,716,317
871,GeForce GTS 240,2009,120,64.9,714,430
872,Intel HD 5600,2015,-1,0,712,595
873,Radeon HD 7660G + HD 8670M Dual,2015,-1,0,711,325
874,Radeon HD 3870 X2,2011,165,0,709,224
875,Radeon HD 6550A,2012,-1,0,708,609
876,Quadro K610M,2014,30,75,707,269
877,Radeon HD 7660G + HD 7670M Dual,2014,-1,0,707,317
878,GeForce 820A,2015,-1,0,706,517
879,Radeon HD 7640G + 7600M Dual,2012,-1,0,706,294
880,Radeon R5 A6-9500 2C+6G,2017,-1,0,706,251
881,GeForce GT 740A,2015,-1,0,705,801
882,Radeon HD 7660G N HD 7660G + HD 7670M Dual,2014,-1,0,705,318
883,Radeon HD 7640G + HD 7600M Dual,2014,-1,0,704,277
884,Radeon R7 A10-7800,2014,-1,0,702,188
885,Radeon HD 7570M/HD 7670M,2015,25,0,699,555
886,TRINITY DEVASTATOR MOBILE,2016,-1,0,699,335
887,Radeon HD 7640G + HD 8570M Dual,2014,-1,0,697,292
888,Radeon HD 7570,2012,44,51.4,694,383
889,Radeon R5 PRO A6-9500B 2C+4G,2017,-1,0,693,323
890,Radeon HD 7640G + 7700M Dual,2013,-1,0,691,324
891,Radeon R7 A8-9600 RADEON,2017,-1,0,691,201
892,Radeon R5 PRO A6-8530B 2C+4G,2017,-1,0,690,354
893,Radeon R7E,2018,-1,0,690,208
894,Radeon HD 6670,2012,66,102.9,689,225
895,Radeon HD 7640G + 8600/8700M Dual,2013,-1,0,689,308
896,Radeon HD 8650G + R5 M230 Dual,2014,-1,0,686,374
897,Radeon HD 6630M,2011,-1,0,685,390
898,Radeon HD 8550D,2014,-1,0,685,357
899,GRID P40-3Q,2019,-1,0,681,603
900,"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",2020,-1,0,681,365
901,Radeon HD 7640G N HD 7640G + HD 7670M Dual,2013,-1,0,680,305
902,Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,2013,-1,0,680,347
903,GeForce GTS 160M,2009,60,0,679,308
904,Radeon HD 7640G + HD 8670M Dual,2015,-1,0,677,249
905,GeForce GT 555M,2011,30,0,676,116
906,Quadro FX 4700 X2,2014,-1,0,676,509
907,Radeon HD 8610G + R5 M200 Dual,2016,-1,0,676,291
908,Intel HD P4600/P4700,2013,-1,0,672,420
909,Intel HD 610,2017,-1,0,670,157
910,Radeon HD 7730M,2015,25,0,670,287
911,GeForce GT 435M,2012,35,0,668,400
912,Radeon HD 8550G + R5 M230 Dual,2014,-1,0,668,315
913,GeForce 9800 GTX/9800 GTX+,2009,-1,89.9,667,378
914,GeForce GT 640M LE,2012,32,849.9,666,178
915,Radeon HD 7640G + HD 8500M N HD 8500M Dual,2013,-1,0,666,311
916,Radeon R7 M340,2016,-1,0,666,165
917,FirePro M7740,2009,-1,0,665,415
918,Quadro 500M,2013,35,275.1,664,588
919,Radeon HD 8550G + 8690M Dual,2013,-1,0,664,260
920,Radeon R7 A10-7700K,2014,-1,0,663,294
921,FireGL V7700,2011,-1,174.9,660,422
922,GeForce GT 720A,2014,-1,0,660,708
923,Radeon HD 2900 XT,2012,215,0,660,397
924,Radeon R7 A8-7650K,2015,-1,0,658,227
925,GeForce 8800 GTX,2012,155,199.9,656,261
926,GeForce GT 820M,2016,-1,0,655,209
927,Intel HD 4600,2013,45,0,655,304
928,Radeon HD 7640G + 8750M Dual,2013,-1,0,655,305
929,Radeon HD 8550G + HD 8600/8700M Dual,2015,-1,0,655,170
930,Professional HD Driver,2018,-1,0,654,555
931,Radeon HD 8650G + 8570M Dual,2013,-1,0,654,282
932,NVS 5400M,2012,35,0,651,202
933,Quadro K510M,2013,30,0,651,904
934,Radeon HD 7520G + HD 8750M Dual,2015,-1,0,651,289
935,SUMO 9640,2011,-1,0,650,398
936,Radeon R5 M430,2016,-1,0,649,516
937,FireStream 9170,2015,-1,0,647,493
938,Radeon HD 6670 + 6670 Dual,2013,-1,0,647,552
939,Radeon HD 8610G + HD 8500M Dual,2014,-1,0,646,274
940,Radeon HD 7640G + 7670M Dual,2012,-1,0,645,294
941,GeForce GT 530,2011,50,49,644,304
942,Radeon HD 7540D + HD 6450 Dual,2014,-1,0,643,444
943,Intel HD 515,2015,-1,0,641,194
944,GeForce 8800 Ultra,2009,171,0,639,372
945,Radeon R5 PRO A6-8570E 2C+4G,2017,-1,0,638,268
946,Radeon HD 7640G + 7400M Dual,2013,-1,0,637,286
947,Radeon HD 8450G + 8750M Dual,2013,-1,0,637,299
948,GeForce 9800 S,2012,-1,0,636,427
949,GeForce GT 630,2012,50,575,635,177
950,Matrox C420 LP PCIe x16,2015,-1,0,635,741
951,Radeon HD 8650G + 8670M Dual,2013,-1,0,635,355
952,Radeon R5 330,2017,30,339.9,635,285
953,Radeon HD 7660D + HD 7000 Dual,2014,-1,0,634,465
954,Radeon HD 8650G + HD 7670M Dual,2016,-1,0,634,305
955,Radeon HD 7610M,2012,20,0,632,479
956,Radeon HD 7640G + HD 7700M N HD 7700M Dual,2015,-1,0,631,272
957,Radeon HD 7660G + 7470M Dual,2012,-1,0,631,351
958,GeForce GTS 360M,2010,38,0,630,179
959,Radeon HD 8510G + HD 8500M Dual,2015,-1,0,630,191
960,GeForce 8800 GTS 512,2012,135,0,628,258
961,Radeon HD 2900 PRO,2011,200,0,628,397
962,GeForce 810A,2014,-1,0,627,434
963,Radeon HD 7640G + 7500/7600 Dual,2013,-1,0,627,293
964,Radeon HD 8650G + 8500M Dual,2013,-1,0,627,351
965,GeForce GT 550M,2011,32,0,626,300
966,Radeon HD 7520G + HD 8600/8700M Dual,2014,-1,0,624,291
967,Radeon R6 PRO A10-8700B 4C+6G,2016,-1,0,624,171
968,GeForce GTX 280M,2009,75,0,621,440
969,Mobility Radeon HD 5730,2010,26,0,621,245
970,Radeon HD 7640G + HD 7400M Dual,2014,-1,0,621,297
971,Radeon HD 8570 + 8670D Dual,2013,-1,0,620,496
972,Radeon R5 420,2017,-1,39.9,620,341
973,GeForce GTS 250,2012,150,89.9,619,269
974,Radeon HD 8550G + R5 M200 Dual,2015,-1,0,619,276
975,Radeon R7 PRO A8-8650B,2015,-1,0,619,214
976,Radeon HD 8550G + 8600M Dual,2013,-1,0,618,321
977,Radeon HD 7500G + 7500M/7600M Dual,2013,-1,0,617,308
978,FireGL V7600,2009,-1,0,616,488
979,Radeon HD 8670D,2013,-1,0,616,232
980,Radeon R7 A8 PRO-7600B,2014,-1,0,615,177
981,Quadro FX 5600,2009,-1,168.9,613,403
982,Radeon HD 8650G + 8600M Dual,2013,-1,0,613,370
983,Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,2015,-1,0,612,116
984,Radeon R5 A10-9600P 4C+6G,2016,-1,0,611,166
985,7900 MOD - Radeon HD 6520G,2012,-1,0,610,323
986,Radeon HD 8610G + 8500M Dual,2013,-1,0,610,298
987,Radeon R7 PRO A12-8800B,2016,-1,0,610,242
988,GeForce GT 735M,2013,-1,0,608,221
989,Radeon HD 7640G + HD 8500M Dual,2014,-1,0,607,305
990,Radeon HD 8650G + HD 8600M Dual,2014,-1,0,606,378
991,GeForce GT 710,2014,25,35.99,605,197
992,Intel HD P4600,2013,-1,0,605,963
993,Intel HD 510,2015,-1,0,604,158
994,Quadro 1000M,2012,45,54.5,603,207
995,Radeon HD 8550G + 8500M Dual,2013,-1,0,603,304
996,Radeon 6600M,2012,-1,0,602,168
997,Mobility Radeon HD 5570,2011,-1,0,601,310
998,Radeon HD 8610G + 8670M Dual,2014,-1,0,600,356
999,Radeon HD 8510G + 8500M Dual,2014,-1,0,596,260
1000,Radeon R5 M330,2015,18,0,596,519
1001,Radeon HD 7640G + 7470M Dual,2012,-1,0,595,301
1002,Radeon HD 8550G + HD 8600M Dual,2014,-1,0,594,322
1003,Radeon HD 7520G + 7600M Dual,2013,-1,0,591,362
1004,Radeon HD 7640G + HD 7700M Dual,2015,-1,0,589,277
1005,Radeon HD 8610G + 8600M Dual,2013,-1,0,589,320
1006,GeForce GT 720,2014,19,99.9,588,192
1007,Radeon HD 7520G + 7610M Dual,2013,-1,0,588,317
1008,Radeon HD 7660G + 7400M Dual,2013,-1,0,588,326
