Videocard_Name,Price1,G3D_Mark,Videocard_Value2,G2D_Mark,TDP,Power_Perf,Test_Date5,Category 
Radeon HD 8610G + 8670M Dual,NA,600,NA,356,NA,NA,14-Jan,Unknown
Radeon HD 8510G + 8500M Dual,NA,596,NA,260,NA,NA,14-Aug,Unknown
Radeon R5 M330,NA,596,NA,519,18,33.11,15-Aug,Mobile
Radeon HD 7640G + 7470M Dual,NA,595,NA,301,NA,NA,12-Jun,Unknown
Radeon HD 8550G + HD 8600M Dual,NA,594,NA,322,NA,NA,14-Dec,Unknown
Radeon HD 7520G + 7600M Dual,NA,591,NA,362,NA,NA,13-Jan,Unknown
Radeon HD 7640G + HD 7700M Dual,NA,589,NA,277,NA,NA,15-Nov,Unknown
Radeon HD 8610G + 8600M Dual,NA,589,NA,320,NA,NA,13-Nov,Unknown
GeForce GT 720,$99.99*,588,5.88,192,19,30.95,14-Jun,Desktop
Radeon HD 7520G + 7610M Dual,NA,588,NA,317,NA,NA,13-Aug,Unknown
Radeon HD 7660G + 7400M Dual,NA,588,NA,326,NA,NA,13-Jan,Unknown
Radeon HD 7660G + 8670M Dual,NA,588,NA,333,NA,NA,14-Mar,Unknown
Radeon HD 3870,$279.95*,587,2.1,227,106,5.54,12-Aug,Desktop
Radeon HD 7640G + HD 8600/8700M Dual,NA,587,NA,298,NA,NA,15-Feb,Unknown
Radeon HD 8650G,NA,587,NA,174,NA,NA,13-May,Unknown
Radeon HD 7640G + 8500M Dual,NA,586,NA,308,NA,NA,14-Feb,Unknown
GeForce GT 635M,NA,585,NA,208,35,16.7,12-Sep,Mobile
Radeon HD 8650G + HD 8670M Dual,NA,585,NA,320,NA,NA,15-Dec,Unknown
Radeon HD 7520G + 7500/7600 Dual,NA,582,NA,379,NA,NA,13-Nov,Unknown
Radeon HD 8550G + 8670M Dual,NA,579,NA,334,NA,NA,13-Aug,Unknown
Radeon HD 8450G + R5 M230 Dual,NA,578,NA,298,NA,NA,17-Dec,Unknown
Radeon HD 8610G + HD 8670M Dual,NA,578,NA,282,NA,NA,13-Dec,Unknown
Intel Skylake HD DT GT2,NA,577,NA,402,NA,NA,15-Feb,Unknown
Radeon HD 7620G + 8670M Dual,NA,577,NA,322,NA,NA,13-Dec,Unknown
Radeon R5 A240,NA,576,NA,802,NA,NA,16-Aug,Unknown
Radeon HD 7520G + HD 7700M Dual,NA,575,NA,389,NA,NA,16-Nov,Unknown
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,NA,575,NA,386,NA,NA,13-Oct,Unknown
Radeon HD 8450G + HD 8670M Dual,NA,575,NA,377,NA,NA,17-Feb,Unknown
Radeon R5 M255,NA,575,NA,201,NA,NA,14-Dec,Mobile
Intel HD 5500,NA,574,NA,235,NA,NA,14-Jul,Unknown
Radeon R6 + R7 M265DX Dual,NA,571,NA,328,NA,NA,15-Mar,Unknown
GeForce GT 240,$57.99*,569,9.81,227,69,8.24,12-Aug,Desktop
Radeon HD 7560D + 6450 Dual,NA,569,NA,490,NA,NA,13-Jan,Unknown
NVS 5200M,NA,568,NA,202,35,16.23,12-Sep,Workstation
Quadro FX 3700M,$925.00*,567,0.61,312,75,7.56,9-Apr,Workstation
Radeon HD 6610M,NA,565,NA,527,NA,NA,12-Nov,Unknown
Mobility Radeon HD 3870 X2,NA,564,NA,367,NA,NA,9-Sep,Mobile
Radeon HD 7560D + R5 235 Dual,NA,563,NA,397,NA,NA,15-Jul,Unknown
Intel HD 5000,$625.00*,561,0.9,246,NA,NA,13-Jun,Unknown
Radeon R6 A8-8600P,NA,560,NA,294,NA,NA,17-Feb,Unknown
Radeon HD 7640G + R5 M200 Dual,NA,559,NA,249,NA,NA,15-Jul,Unknown
Radeon HD 8550G + HD 8500M Dual,NA,559,NA,301,NA,NA,14-Aug,Unknown
Radeon HD 7640G + 8570M Dual,NA,558,NA,274,NA,NA,13-Dec,Unknown
Radeon HD 7640G + 8670M Dual,NA,558,NA,316,NA,NA,14-Jan,Unknown
Quadro 600,$59.99*,557,9.29,222,40,13.94,12-Aug,Workstation
Radeon R5 M240,NA,557,NA,500,NA,NA,15-Aug,Unknown
GeForce 800M,NA,556,NA,601,NA,NA,14-Oct,Unknown
GeForce GT 330,$39.99*,555,13.89,467,NA,NA,10-Mar,Unknown
Radeon HD 7600G + HD 7500M/7600M Dual,NA,555,NA,244,NA,NA,15-Jun,Unknown
GF117,NA,554,NA,446,NA,NA,15-Feb,Unknown
Radeon R6,NA,552,NA,148,15,36.8,14-Jul,"Desktop, Mobile"
Radeon R7 7850A10-7850K,NA,551,NA,506,NA,NA,19-Feb,Unknown
FireGL V8650,$329.99*,550,1.67,637,NA,NA,10-Mar,Workstation
GeForce GT 430,$159.99*,550,3.44,166,49,11.23,12-Aug,Desktop
GeForce 615,NA,549,NA,583,NA,NA,13-Jan,Unknown
Radeon HD 7660G,NA,549,NA,153,NA,NA,12-Jun,Unknown
Radeon R5 M335,NA,549,NA,577,NA,NA,15-Nov,Mobile
Mobility Radeon HD 3870,NA,548,NA,288,NA,NA,9-Dec,Mobile
FirePro 3D V5700,$319.99*,547,1.71,517,58,9.43,9-Sep,Workstation
GeForce 9800M GS,NA,547,NA,311,60,9.12,12-Aug,Mobile
Radeon HD 8550G + HD 8670M Dual,NA,546,NA,315,NA,NA,16-Mar,Unknown
FirePro 3D V7750,$350.00*,545,1.56,468,76,7.17,9-Sep,Workstation
Radeon HD 7520G + HD 7400M Dual,NA,545,NA,315,NA,NA,15-Nov,Unknown
Radeon HD 8450G + 8600M Dual,NA,545,NA,356,NA,NA,13-Dec,Unknown
Radeon HD 7600G + HD 8670M Dual,NA,544,NA,241,NA,NA,15-Apr,Unknown
Quadro FX 2700,NA,543,NA,465,NA,NA,14-Apr,Unknown
Radeon HD 7520G + 7470M Dual,NA,543,NA,345,NA,NA,13-Jan,Unknown
GeForce GTS 250M,NA,542,NA,127,28,19.36,9-Oct,Mobile
GeForce 8800M GTX,NA,540,NA,343,65,8.31,9-Apr,Mobile
GeForce 710A,NA,538,NA,574,33,16.32,14-Jan,Desktop
KV SPECTRE LITE MOBILE 25W,NA,538,NA,291,NA,NA,15-Nov,Unknown
Radeon R6 A10-8700P,NA,537,NA,140,NA,NA,16-Dec,Unknown
GeForce 8800 GT,$269.99*,536,1.99,253,125,4.29,9-Apr,Desktop
Intel HD 4400,NA,535,NA,260,NA,NA,13-Sep,Unknown
Radeon HD 7560D + HD 7000 Dual,NA,534,NA,423,NA,NA,14-Jun,Unknown
GeForce GT 425M,NA,533,NA,218,23,23.17,10-Sep,Mobile
Radeon HD 8550G + 8570M Dual,NA,533,NA,307,NA,NA,13-Aug,Unknown
RADEON HD6530D,NA,532,NA,327,NA,NA,12-Aug,Unknown
Radeon HD 8550G + HD 8570M Dual,NA,529,NA,260,NA,NA,16-Mar,Unknown
Radeon R7 M360,NA,528,NA,165,NA,NA,15-Sep,Mobile
Radeon HD 7640G + 6400M Dual,NA,527,NA,279,NA,NA,12-Dec,Unknown
Radeon HD 7600G N HD 7600G + HD ON HD Dual,NA,526,NA,244,NA,NA,16-Dec,Unknown
Radeon HD 8650D,NA,526,NA,398,NA,NA,14-Jun,Unknown
Radeon HD 7660D + R5 235 Dual,NA,524,NA,386,NA,NA,17-Feb,Unknown
Radeon HD 7520G + 7670M Dual,NA,523,NA,323,NA,NA,12-May,Unknown
GeForce GT 630M,NA,520,NA,146,33,15.76,12-Oct,Mobile
MCT USB3.0 External Device,NA,520,NA,129,NA,NA,20-Apr,Unknown
Radeon HD 8670M,NA,520,NA,488,NA,NA,14-Dec,Mobile
Radeon HD 7640G + HD 7670M Dual,NA,519,NA,97,NA,NA,14-Aug,Unknown
Radeon HD 7660D,NA,518,NA,193,100,5.18,12-Jun,Desktop
GeForce 9800M GTX,$328.50*,517,1.57,333,75,6.9,9-Apr,Mobile
IncrediblE HD 4000,NA,517,NA,520,NA,NA,17-Jan,Unknown
Intel HD P4000,NA,516,NA,636,NA,NA,12-Apr,Unknown
A10-8700P,NA,514,NA,302,NA,NA,19-Dec,Unknown
Radeon R5 240,$61.00*,514,8.43,226,50,10.29,14-Sep,Desktop
GeForce GT625M,NA,513,NA,263,NA,NA,14-Jan,Unknown
Mobility Radeon HD 4830,NA,512,NA,285,NA,NA,12-Jan,Mobile
Quadro FX 1800M,NA,512,NA,176,45,11.37,10-Apr,Workstation
Radeon HD 7640G + 7610M Dual,NA,510,NA,309,NA,NA,13-Oct,Unknown
Radeon HD 7600G + HD 7550M Dual,NA,509,NA,202,NA,NA,14-Dec,Unknown
Radeon HD 7620G + 8600M Dual,NA,509,NA,294,NA,NA,13-Nov,Unknown
Radeon HD 7650M,NA,508,NA,192,20,25.39,12-Jul,Mobile
Radeon R5 PRO A6-8500B 2C+4G,NA,508,NA,416,NA,NA,17-Apr,Unknown
Radeon HD 7620G + HD 8670M Dual,NA,507,NA,267,NA,NA,14-Feb,Unknown
GeForce GTS 150M,NA,504,NA,407,NA,NA,14-Oct,Mobile
Radeon HD 8450G + HD 8750M Dual,NA,504,NA,323,NA,NA,16-Oct,Unknown
Radeon HD 8570M,NA,502,NA,261,NA,NA,15-Feb,Unknown
GeForce 910M,NA,501,NA,208,NA,NA,15-Aug,Unknown
Radeon HD 7560D,NA,499,NA,209,100,4.99,12-Aug,Desktop
SUMO 964A,NA,498,NA,403,NA,NA,11-Aug,Unknown
TRINITY SCRAPPER MOBILE,NA,498,NA,280,NA,NA,16-May,Unknown
GeForce GT 540M,$87.95*,497,5.65,92,32,15.53,12-Aug,Mobile
GeForce GTX 260M,NA,497,NA,189,65,7.65,12-Aug,Mobile
Radeon HD 7500G + 7550M Dual,NA,497,NA,263,NA,NA,13-Apr,Unknown
ASUS EAH4870x2,NA,496,NA,539,NA,NA,9-Apr,Unknown
Radeon HD 6570,$49.99*,496,9.93,199,44,11.28,12-Aug,Desktop
Radeon HD 7520G + HD 7670M Dual,NA,495,NA,295,NA,NA,16-Jan,Unknown
Radeon HD8530M,NA,490,NA,438,NA,NA,16-Nov,Unknown
Radeon HD 8670D N HD 8670D + HD 8670D Dual,NA,489,NA,526,NA,NA,13-Dec,Unknown
Radeon HD 7520G + 7400M Dual,NA,487,NA,280,NA,NA,15-Feb,Unknown
Radeon HD 7570M,NA,487,NA,266,13,37.45,12-Jun,Mobile
Radeon R4E,NA,487,NA,366,NA,NA,17-Nov,Unknown
Radeon R5 M315,NA,487,NA,277,NA,NA,16-Jul,Unknown
GeForce 9600 GSO 512,NA,486,NA,312,90,5.4,9-Apr,Desktop
Radeon HD 7470,$18.76*,486,25.93,343,27,18.02,12-Jun,Desktop
GeForce 820M,NA,485,NA,112,15,32.32,14-Jul,Mobile
Radeon HD 8610G + HD 8600M Dual,NA,481,NA,156,NA,NA,14-Dec,Unknown
Mobility Radeon HD 5000 Serisi,NA,479,NA,305,NA,NA,13-May,Unknown
GeForce 9700M GTS,NA,478,NA,299,60,7.96,10-Dec,Mobile
Radeon HD 7670M,$629.99*,476,0.76,149,20,23.8,12-May,Mobile
GeForce 9800M GT,NA,475,NA,374,65,7.31,9-Apr,Mobile
Radeon HD 8450G + 8670M Dual,NA,475,NA,414,NA,NA,13-Aug,Unknown
GeForce 8800M GTS,NA,474,NA,311,50,9.48,12-Aug,Mobile
Radeon R7 M260,$799.00*,474,0.59,143,NA,NA,14-Nov,Mobile
Radeon HD 8690A,NA,473,NA,134,NA,NA,15-May,Unknown
FirePro 3D V3800,$149.99*,472,3.15,507,43,10.98,10-Jul,Workstation
GeForce 9600 GT,$70.00*,472,6.75,180,95,4.97,11-Feb,Desktop
Radeon HD 8550G,NA,472,NA,175,NA,NA,13-Jul,Unknown
GeForce 9800M GTS,NA,471,NA,262,75,6.28,9-Apr,Mobile
Radeon HD 8570D + R5 235 Dual,NA,471,NA,470,NA,NA,15-Dec,Unknown
Radeon HD 7600G + 8500M/8700M Dual,NA,470,NA,257,NA,NA,13-Dec,Unknown
Radeon R5 M420,NA,470,NA,241,NA,NA,17-Nov,Unknown
Quadro FX 3600M,NA,467,NA,365,70,6.67,9-Apr,Workstation
Radeon HD 7660D + 7470 Dual,NA,466,NA,491,NA,NA,12-Nov,Unknown
SUMO 9644,NA,466,NA,386,NA,NA,11-Oct,Unknown
FirePro V5700,NA,465,NA,469,NA,NA,15-Jan,Unknown
Radeon HD 3850,NA,465,NA,177,75,6.19,11-Oct,Desktop
Radeon HD 7550M,NA,465,NA,403,13,35.76,12-Jul,Mobile
GeForce 9800 GT,$149.99*,464,3.09,268,125,3.71,12-Aug,Desktop
Mobility Radeon HD 4670,NA,463,NA,375,NA,NA,9-Jul,Mobile
GeForce GT 320,$32.69*,462,14.12,225,43,10.74,10-Jan,Desktop
Radeon HD 7640G,NA,461,NA,147,NA,NA,12-Jul,Unknown
Radeon HD 7660G + HD 7600M N HD 7600M Dual,NA,460,NA,297,NA,NA,14-Jul,Unknown
Radeon R5 M320,NA,459,NA,199,NA,NA,15-Sep,Unknown
Radeon R6 PRO A8-8600B 4C+6G,NA,459,NA,152,NA,NA,16-Dec,Unknown
GeForce 705M,NA,456,NA,455,NA,NA,14-Jan,Unknown
GeForce GT 130,$27.99*,456,16.3,386,75,6.08,9-Apr,Desktop
Mobility Radeon HD 5650,NA,455,NA,153,15,30.35,12-Jun,Mobile
Radeon HD 7520G + 7650M Dual,NA,453,NA,345,NA,NA,13-Oct,Unknown
HIS DIGITAL HD 4650 AGP,NA,452,NA,190,NA,NA,14-Apr,Unknown
Intel HD Family,NA,452,NA,186,NA,NA,12-Aug,Unknown
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,NA,452,NA,238,NA,NA,13-Dec,Unknown
Radeon HD 8450G + HD 8600M Dual,NA,452,NA,326,NA,NA,15-Mar,Unknown
Radeon HD 5570,$179.42 ,451,2.51,186,39,11.55,12-Aug,Desktop
Radeon HD 8570D,NA,451,NA,158,NA,NA,13-Jun,Unknown
Quadro FX 4600,$124.98*,448,3.58,390,134,3.34,9-Apr,Workstation
Radeon HD 7520G + HD 7600M Dual,NA,447,NA,150,NA,NA,14-Nov,Unknown
GeForce 8800 GTS,NA,446,NA,165,146,3.05,12-Aug,Desktop
Radeon HD 7660G + 8600M Dual,NA,446,NA,360,NA,NA,14-Mar,Unknown
GeForce 9600 GS,NA,445,NA,401,NA,NA,10-Jan,Desktop
PHDGD Ivy 5,NA,445,NA,497,NA,NA,20-Jan,Unknown
Radeon HD 3850 AGP,NA,444,NA,178,75,5.92,12-Aug,Desktop
GeForce GT 525M,NA,443,NA,92,20,22.13,12-Sep,Mobile
Radeon HD 7620G + HD 8600M Dual,NA,443,NA,267,NA,NA,14-Dec,Unknown
Radeon HD 8350G,NA,443,NA,332,35,12.66,13-Jul,Mobile
Radeon R5 M230,NA,443,NA,199,NA,NA,14-Dec,Mobile
GeForce GT 720M,NA,442,NA,126,NA,NA,13-Jul,Mobile
GeForce GTS 350M,NA,442,NA,269,28,15.8,10-Aug,Mobile
Radeon HD 7600G + HD Dual,NA,442,NA,219,NA,NA,14-Jan,Unknown
Quadro 410,$129.00*,438,3.4,322,38,11.53,12-Nov,Workstation
Radeon R5 Opteron X3216,NA,436,NA,342,NA,NA,17-Aug,Unknown
GeForce GT 625M,NA,435,NA,210,15,29.01,13-Feb,Mobile
Radeon HD 8410G,NA,435,NA,263,NA,NA,14-Apr,Unknown
GeForce GT 620M,NA,433,NA,167,15,28.84,12-Jul,Mobile
Radeon HD 6550D,NA,432,NA,171,100,4.32,11-Aug,Desktop
Radeon HD 6620G,NA,431,NA,135,45,9.58,12-Aug,Mobile
GeForce 800A,NA,428,NA,224,NA,NA,15-Nov,Unknown
Radeon HD 8610G,NA,428,NA,141,NA,NA,13-Jul,Unknown
GeForce GT 420M,NA,427,NA,95,23,18.58,10-Oct,Mobile
Radeon HD 8510G,NA,427,NA,138,NA,NA,13-Aug,Unknown
Radeon HD 8500M,NA,426,NA,159,NA,NA,15-Apr,Unknown
Intel HD 5300,NA,424,NA,189,NA,NA,14-Aug,Unknown
Radeon HD 7640G + HD 7500/7600 Dual,NA,424,NA,301,NA,NA,15-Oct,Unknown
Radeon HD 7600G + 7550M Dual,NA,423,NA,247,NA,NA,14-Apr,Unknown
Radeon HD 7640G N HD 7640G + HD 8570M Dual,NA,423,NA,287,NA,NA,13-Dec,Unknown
RADEON HD6410D,NA,423,NA,296,NA,NA,12-Feb,Unknown
GeForce GT 710M,NA,420,NA,140,NA,NA,14-Aug,Unknown
Intel 4th Generation Haswell HD,NA,420,NA,734,NA,NA,17-Apr,Unknown
GeForce 710M,NA,419,NA,98,12,34.89,13-Feb,Mobile
Radeon R6 M255DX,NA,418,NA,161,NA,NA,19-Sep,Unknown
Quadro FX 2800M,$49.95*,415,8.3,187,75,5.53,10-Feb,Workstation
FirePro M2000,NA,410,NA,347,NA,NA,12-Nov,Workstation
GeForce GT 335M,NA,410,NA,124,28,14.64,10-Mar,Mobile
Mobile Intel HD,NA,409,NA,470,NA,NA,11-Nov,Unknown
Radeon HD 4670,$109.99*,409,3.72,173,59,6.94,12-Aug,Desktop
Radeon HD 7470M,NA,408,NA,393,7,58.24,12-Jan,Mobile
Radeon HD 7640G + HD 7600M N HD 7600M Dual,NA,407,NA,198,NA,NA,13-Dec,Unknown
Radeon HD 7600G + 7500M/7600M Dual,NA,406,NA,210,NA,NA,13-May,Unknown
Radeon HD 8450G,NA,406,NA,232,NA,NA,13-Jul,Unknown
RADEON E4690,NA,405,NA,347,NA,NA,11-Jun,Unknown
Quadro FX 2700M,$99.95*,404,4.05,205,65,6.22,9-Apr,Workstation
Quadro FX 1800,$99.99*,402,4.02,264,59,6.81,9-Apr,Workstation
Mobility Radeon HD 4650,NA,401,NA,320,NA,NA,9-Aug,Mobile
GeForce GT 420,$155.00*,399,2.58,218,50,7.99,10-Dec,Desktop
GeForce 8800 GS,NA,394,NA,324,105,3.75,9-Aug,Desktop
Radeon HD 7420G,NA,390,NA,159,NA,NA,12-Dec,Unknown
Radeon HD 7600G + 7450M Dual,NA,390,NA,221,NA,NA,13-Apr,Unknown
IncrediblE HD,NA,389,NA,427,NA,NA,16-Apr,Unknown
Radeon HD 8470D,NA,387,NA,148,NA,NA,13-Jul,Unknown
GeForce 7900 GTX,NA,384,NA,218,NA,NA,9-Apr,Desktop
Quadro FX 3700,$89.99*,384,4.27,304,78,4.93,10-Jul,Workstation
Intel UHD 605,NA,382,NA,120,NA,NA,18-Mar,Unknown
GeForce 810M,NA,380,NA,107,NA,NA,14-Oct,Unknown
Radeon HD 6490M,"$1,193.03*",378,0.32,514,NA,NA,11-Feb,Mobile
Radeon HD 7520G + 8750M Dual,NA,377,NA,388,NA,NA,14-Dec,Unknown
Radeon HD 7600G + 6400M Dual,NA,377,NA,257,NA,NA,13-Jul,Unknown
PHDGD Ivy 4,NA,374,NA,434,NA,NA,16-Nov,Unknown
Radeon HD 8570D + HD8490 Dual,NA,374,NA,380,NA,NA,16-Jan,Unknown
GeForce GT 620,$39.99*,373,9.33,175,30,12.44,12-Jun,Desktop
GeForce 9600 GSO,$49.99*,370,7.4,303,84,4.41,9-Apr,Desktop
GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,NA,369,NA,824,NA,NA,14-May,Unknown
Radeon R5 235X,NA,368,NA,421,18,20.43,14-Dec,Desktop
Mobility Radeon HD 3850,NA,366,NA,248,NA,NA,9-Nov,Mobile
Radeon HD4670,NA,366,NA,585,NA,NA,12-Aug,Unknown
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,NA,365,NA,263,NA,NA,13-Dec,Unknown
Radeon HD 7660G + HD 8600M Dual,NA,364,NA,337,NA,NA,16-May,Unknown
Radeon HD 5550,$54.99*,363,6.6,191,39,9.31,10-May,Desktop
Radeon HD 7540D,NA,361,NA,191,65,5.55,12-Oct,Desktop
Radeon HD 7480D,NA,357,NA,190,65,5.49,12-Oct,Desktop
Radeon HD 7500G + HD 7500M/7600M Dual,NA,356,NA,265,NA,NA,15-Dec,Unknown
Mobility Radeon HD 565v,NA,353,NA,318,NA,NA,11-Feb,Mobile
Radeon HD 6480M,NA,353,NA,282,NA,NA,15-Jun,Unknown
Radeon HD 7580D,NA,351,NA,430,NA,NA,13-Jun,Unknown
Radeon R4,NA,347,NA,104,NA,NA,14-Jul,Unknown
GeForce GT 705,NA,343,NA,293,29,11.82,14-Sep,Desktop
Radeon HD 6530D,NA,343,NA,171,100,3.43,12-Aug,Desktop
Radeon HD 7620G,NA,342,NA,128,NA,NA,12-Jul,Unknown
FireGL V5600,NA,341,NA,445,NA,NA,9-Oct,Workstation
FirePro 3D V3750,$50.88*,341,6.71,467,48,7.11,9-Sep,Workstation
Radeon HD 7600G,NA,341,NA,110,NA,NA,12-Nov,Unknown
Radeon HD 8310E,NA,341,NA,187,NA,NA,15-Aug,Unknown
Radeon HD 8470,NA,341,NA,594,35,9.74,13-Sep,Desktop
Radeon HD 7660D + HD 7400 Dual,NA,340,NA,448,NA,NA,15-Sep,Unknown
Radeon HD 8400E,NA,339,NA,204,NA,NA,13-Dec,Unknown
Intel HD 505,NA,338,NA,104,NA,NA,19-Sep,Unknown
Radeon HD 7520G,NA,338,NA,159,NA,NA,12-Aug,Unknown
Radeon HD 8570D + HD 8470 Dual,NA,338,NA,416,NA,NA,16-Dec,Unknown
Radeon R5E,NA,338,NA,217,NA,NA,14-Jul,Unknown
FirePro RG220,$650.18*,335,0.52,552,35,9.58,11-Mar,Workstation
FirePro V3800,NA,334,NA,240,NA,NA,16-Jul,Unknown
Radeon R5 310,$499.00*,332,0.66,545,NA,NA,15-Dec,Unknown
Radeon HD 7450M,NA,330,NA,441,7,47.1,15-Jun,Mobile
Intel HD P3000,NA,329,NA,414,NA,NA,12-Mar,Unknown
Radeon HD 7600G + HD 7400M Dual,NA,329,NA,147,NA,NA,15-Oct,Unknown
GeForce GT 230,$43.99*,327,7.44,270,NA,NA,9-May,Unknown
GeForce GT 120 / 9500 GT,NA,325,NA,327,NA,NA,11-Sep,Unknown
Intel HD 4000,"$1,592.95*",325,0.2,175,NA,NA,12-Aug,Unknown
GeForce 605,$109.95*,324,2.94,529,NA,NA,12-Jun,Unknown
Radeon E6460,NA,324,NA,225,NA,NA,15-Nov,Unknown
Intel UHD 600,NA,323,NA,97,NA,NA,18-Jan,Unknown
GeForce 240M GT,NA,320,NA,434,NA,NA,19-Jan,Unknown
RADEON HD6370D,NA,320,NA,312,NA,NA,11-Dec,Unknown
NVS 315,$59.98*,319,5.32,309,19.5,16.37,14-Feb,Workstation
Quadro FX 3500,$68.98*,319,4.62,204,80,3.99,9-Apr,Workstation
Radeon HD 8280,NA,319,NA,141,NA,NA,14-Feb,Unknown
GeForce GT 415M,NA,318,NA,431,12,26.54,11-Apr,Mobile
Mobility Radeon HD 560v,NA,318,NA,366,NA,NA,10-Jul,Mobile
GeForce GT 520MX,NA,316,NA,93,20,15.8,12-Oct,Mobile
Radeon HD 7500G,NA,316,NA,168,NA,NA,12-Jul,Unknown
Radeon HD 8280E,NA,315,NA,168,NA,NA,14-Jan,Unknown
Radeon R5 235,$60.13*,313,5.2,346,35,8.94,14-Feb,Desktop
Radeon R3,NA,312,NA,101,NA,NA,14-Jul,Unknown
Radeon HD 6370D,NA,311,NA,283,65,4.78,11-Dec,Desktop
Radeon HD 7520G + 8600/8700M Dual,NA,311,NA,329,NA,NA,14-Oct,Unknown
Quadro FX 3500M,$99.99*,306,3.06,309,45,6.81,9-Sep,Workstation
GeForce GT 625,NA,304,NA,305,30,10.13,13-Jun,Desktop
Intel HD 500,NA,304,NA,82,NA,NA,19-Sep,Unknown
Radeon R1E,NA,301,NA,179,NA,NA,17-Mar,Unknown
Radeon HD 6380G,$399.99*,300,0.75,234,35,8.58,12-Apr,Mobile
Radeon HD 7400G,NA,300,NA,160,NA,NA,12-Dec,Unknown
Radeon HD 8370D,NA,299,NA,171,NA,NA,13-Nov,Unknown
Quadro FX 770M,$527.00*,297,0.56,339,35,8.47,9-Apr,Workstation
GeForce GT 610,$74.99*,294,3.92,129,29,10.15,12-Aug,Desktop
Radeon HD 6520G,NA,294,NA,91,45,6.54,12-Aug,Mobile
GeForce 9600M GT / GeForce GT 220M,NA,293,NA,291,NA,NA,10-May,Unknown
GRID K120Q,NA,293,NA,278,NA,NA,15-Dec,Workstation
Radeon HD 8490,$59.68*,293,4.91,320,35,8.38,14-Mar,Desktop
Radeon HD 2900 GT,NA,292,NA,344,150,1.95,12-Feb,Desktop
GeForce 7950 Xtreme,NA,288,NA,288,NA,NA,15-Dec,Unknown
GeForce GT 520M,$29.95*,288,9.6,91,12,23.96,12-Aug,Mobile
Radeon HD 7450A,NA,288,NA,385,NA,NA,12-May,Unknown
GeForce GT 520,$74.99*,286,3.81,128,29,9.86,11-Apr,Desktop
GeForce 8600 GTS,$70.00*,284,4.06,410,75,3.79,12-Aug,Desktop
Mobility Radeon HD 5165,NA,284,NA,362,35,8.12,10-Feb,Mobile
Radeon HD 2600 XT,NA,283,NA,371,45,6.28,11-Nov,Desktop
Radeon HD8490,NA,280,NA,212,NA,NA,13-Jul,Unknown
VisionTek Radeon 4550,NA,280,NA,480,NA,NA,15-Dec,Unknown
GeForce 9500 GS,NA,277,NA,374,NA,NA,12-Aug,Unknown
Radeon HD 6370M,NA,276,NA,401,11,25.08,10-Dec,Mobile
GeForce 610M,NA,274,NA,127,NA,NA,12-Oct,Unknown
Radeon HD 6480G,NA,273,NA,123,45,6.07,12-Aug,Mobile
GeForce 320M,NA,272,NA,321,20,13.6,11-Nov,Mobile
GeForce GT 415,NA,272,NA,704,NA,NA,13-Feb,Unknown
GeForce 9650M GS,NA,270,NA,328,29,9.32,9-Apr,Mobile
GeForce Go 7900 GTX,NA,270,NA,264,45,6.01,9-Apr,Mobile
Radeon HD 8280G,NA,270,NA,130,NA,NA,13-May,Unknown
Radeon HD 5470,NA,268,NA,298,NA,NA,14-Nov,Unknown
GeForce GT 120M,NA,266,NA,272,23,11.55,9-Jul,Mobile
Mobility Radeon HD 550v,NA,266,NA,398,NA,NA,10-Aug,Mobile
Radeon HD 8350,$23.18*,266,11.47,714,4.4,60.44,13-Nov,Desktop
GeForce 7950 GT,$299.99*,265,0.88,382,NA,NA,11-Oct,Desktop
GeForce Go 7950 GTX,NA,264,NA,283,45,5.86,9-Apr,Mobile
NVS 4200M,$399.00*,264,0.66,104,NA,NA,12-Aug,Workstation
Wine Display Adapter,NA,262,NA,201,NA,NA,15-Dec,Unknown
Radeon HD 6450A,NA,260,NA,208,NA,NA,12-Apr,Unknown
GeForce 7900 GT,NA,258,NA,160,NA,NA,9-Apr,Desktop
Radeon HD 8240,NA,258,NA,102,NA,NA,13-Sep,Unknown
Radeon HD 4650,$124.99*,257,2.06,189,48,5.35,11-Nov,Desktop
Intel HD 3000,$945.00*,255,0.27,133,NA,NA,12-Aug,Unknown
Radeon HD 8330E,NA,255,NA,111,NA,NA,13-Nov,Unknown
Quadro NVS 510M,NA,254,NA,317,45,5.63,10-Feb,Workstation
Radeon HD 8400,NA,253,NA,88,NA,NA,13-Jul,Unknown
Radeon HD 7640G + 8600M Dual,NA,250,NA,217,NA,NA,17-Dec,Unknown
Qualcomm Adreno 630 GPU,NA,249,NA,208,NA,NA,19-Jan,Unknown
Radeon R3E,NA,248,NA,141,NA,NA,15-Jan,Unknown
GeForce 7900 GT/GTO,NA,247,NA,469,NA,NA,9-Apr,Desktop
GeForce GT 230M,NA,246,NA,180,23,10.69,9-Sep,Mobile
Radeon HD 6410D,NA,246,NA,159,65,3.79,11-Dec,Desktop
Radeon R2,NA,246,NA,70,NA,NA,14-Jul,Unknown
Radeon HD 6470M,$569.99*,245,0.43,100,NA,NA,12-Aug,Mobile
