Name,LatencyNS,Read_Uncached_GBs,Write_GBs,Price
G Skill Intl F4-3300C16-4GRRD 4GB,29,13.9,11.8,NA
G Skill Intl F4-3300C16-8GTZ 8GB,27,13.6,9.9,NA
G Skill Intl F4-3300C16-8GTZKW 8GB,55,21,11.7,NA
G Skill Intl F4-3300C16-8GTZSW 8GB,20,20.3,15.5,NA
G Skill Intl F4-3300C16-16GTZ 16GB,33,10.6,8.4,NA
G Skill Intl F4-3300C16-16GTZKW 16GB,24,16.1,11.9,NA
G Skill Intl F4-3300C16-16GTZSW 16GB,29,13.7,11.3,NA
G Skill Intl F4-3333C16-4GRKD 4GB,28,12.9,10.3,NA
G Skill Intl F4-3333C16-4GRRD 4GB,38.5,13.5,10.2,NA
G Skill Intl F4-3333C16-8GTZ 8GB,20,19.3,14.6,NA
G Skill Intl F4-3333C16-8GTZB 8GB,21,18.7,14.1,NA
G Skill Intl F4-3333C16-8GTZKW 8GB,22,17,13,NA
G Skill Intl F4-3333C16-8GTZSK 8GB,20,20,17.1,NA
G Skill Intl F4-3333C16-8GTZSW 8GB,24,15.1,11.1,NA
G Skill Intl F4-3333C16-8GVK 8GB,25,15.4,12.2,NA
G Skill Intl F4-3333C16-8GVR 8GB,23,15.8,11.3,NA
G Skill Intl F4-3333C16-16GTZ 16GB,25,15.8,11.8,NA
G Skill Intl F4-3333C16-16GTZB 16GB,19,20.8,17.1,NA
G Skill Intl F4-3333C16-16GTZKW 16GB,23,17.2,12.9,NA
G Skill Intl F4-3333C16-16GTZR 16GB,23,17.1,12.7,NA
G Skill Intl F4-3333C16-16GTZSK 16GB,28,13.6,9.2,NA
G Skill Intl F4-3333C16-16GTZSW 16GB,30,12.6,8.8,NA
G Skill Intl F4-3333C16-16GVK 16GB,24,14.3,10.6,NA
G Skill Intl F4-3333C16-16GVR 16GB,25,15.7,13.4,NA
G Skill Intl F4-3400C16-4GRBD 4GB,22,18.1,14.7,NA
G Skill Intl F4-3400C16-8GSXW 8GB,17,22,16.4,NA
G Skill Intl F4-3400C16-8GTZ 8GB,27.125,19.1,14.4,NA
G Skill Intl F4-3400C16-8GTZKW 8GB,25,15.5,10.6,NA
G Skill Intl F4-3400C16-8GTZSW 8GB,32,10.9,8.3,NA
G Skill Intl F4-3400C16-8GVK 8GB,21,18.5,14.1,NA
G Skill Intl F4-3400C16-16GTZ 16GB,22,17.9,13.8,NA
G Skill Intl F4-3400C16-16GVK 16GB,23,18.6,14.6,NA
G Skill Intl F4-3400C16-16GVR 16GB,23,17.4,13.5,NA
G Skill Intl F4-3466C16-4GTZ 4GB,19,20,15.8,NA
G Skill Intl F4-3466C16-4GVK 4GB,20,19.6,15.5,NA
G Skill Intl F4-3466C16-8GTZ 8GB,20,19.2,15.3,NA
G Skill Intl F4-3466C16-8GTZKW 8GB,21,18,14.3,NA
G Skill Intl F4-3466C16-8GTZR 8GB,29,17.7,14.8,NA
G Skill Intl F4-3466C16-8GTZSK 8GB,19,20,15,NA
G Skill Intl F4-3466C16-8GTZSW 8GB,30,12.4,9.7,NA
G Skill Intl F4-3466C16-8GVK 8GB,19,20.1,14.8,NA
G Skill Intl F4-3466C16-8GVR 8GB,23,18.3,12.9,NA
G Skill Intl F4-3466C16-16GTZ 16GB,23,17.9,14.5,NA
G Skill Intl F4-3466C16-16GTZR 16GB,19,20.7,16.4,NA
G Skill Intl F4-3466C16-16GTZSW 16GB,22,18.2,14.3,NA
G Skill Intl F4-3466C18-8GSXW 8GB,71,16.2,8.1,NA
G Skill Intl F4-3466C18-8GTZRXB 8GB,17,20.9,16,NA
G Skill Intl F4-3600C14-8GTRGB 8GB,33,17.1,11.6,NA
G Skill Intl F4-3600C14-8GTRSB 8GB,27,21,19.3,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
G Skill Intl F4-3600C14-8GTZN 8GB,31,19.1,13.7,NA
G Skill Intl F4-3600C14-8GTZNB 8GB,20.33333333,21,17,NA
G Skill Intl F4-3600C15-8GTZ 8GB,21.5,21,17.3,NA
G Skill Intl F4-3600C16-8GTRG 8GB,17,21.4,19.3,NA
G Skill Intl F4-3600C16-8GTRGC 8GB,30,18.7,12.5,NA
G Skill Intl F4-3600C16-8GTRS 8GB,22.25,20.5,17.1,NA
G Skill Intl F4-3600C16-8GTZ 8GB,20.66666667,21.6,17.3,NA
G Skill Intl F4-3600C16-8GTZKK 8GB,25,16.5,14.4,NA
G Skill Intl F4-3600C16-8GTZKW 8GB,21.75,21.3,16.9,NA
G Skill Intl F4-3600C16-8GTZN 8GB,19.66666667,22.5,18.8,NA
G Skill Intl F4-3600C16-8GTZNC 8GB,20,18.5,14.9,NA
G Skill Intl F4-3600C16-8GTZR 8GB,22.5,20.7,16.6,NA
G Skill Intl F4-3600C16-8GTZRC 8GB,24.75,19.3,15.5,NA
G Skill Intl F4-3600C16-8GTZSW 8GB,22.33333333,20.6,16.9,NA
G Skill Intl F4-3600C16-8GVK 8GB,21.75,20.6,17.1,NA
G Skill Intl F4-3600C16-8GVKC 8GB,25.61538462,19.3,15.4,NA
G Skill Intl F4-3600C16-16GTRG 16GB,30,19,15.3,NA
G Skill Intl F4-3600C16-16GTRGC 16GB,20,20.4,18.1,NA
G Skill Intl F4-3600C16-16GTRS 16GB,32,18.5,15.7,NA
G Skill Intl F4-3600C16-16GTRSC 16GB,23.33333333,19.4,17.1,NA
G Skill Intl F4-3600C16-16GTZN 16GB,18,21.4,18.6,NA
G Skill Intl F4-3600C16-16GTZNC 16GB,25.75,19.6,16.2,NA
G Skill Intl F4-3600C16-16GTZR 16GB,18,21.1,18.4,NA
G Skill Intl F4-3600C16-16GTZRC 16GB,25.5,19.3,16,NA
G Skill Intl F4-3600C16-16GVKC 16GB,26.61111111,19.1,15.1,NA
G Skill Intl F4-3600C17-4GTZ 4GB,19,19.7,15.6,NA
G Skill Intl F4-3600C17-4GVK 4GB,23,17.1,13.3,NA
G Skill Intl F4-3600C17-8GTRG 8GB,20,19.7,16,NA
G Skill Intl F4-3600C17-8GTRS 8GB,22,16.9,14.4,NA
G Skill Intl F4-3600C17-8GTZ 8GB,27,18.3,13.3,NA
G Skill Intl F4-3600C17-8GTZKW 8GB,24,16.3,11.6,NA
G Skill Intl F4-3600C17-8GTZR 8GB,27.33333333,18.7,14.2,NA
G Skill Intl F4-3600C17-8GTZSW 8GB,17,21.6,17.7,NA
G Skill Intl F4-3600C17-8GVK 8GB,26.6,18.3,13.1,NA
G Skill Intl F4-3600C17-16GTZ 16GB,20,20.1,16.1,NA
G Skill Intl F4-3600C17-16GTZKK 16GB,20,20.1,15.7,NA
G Skill Intl F4-3600C17-16GTZKW 16GB,21,19.4,15.6,NA
G Skill Intl F4-3600C17-16GTZR 16GB,32.5,17.6,15.5,NA
G Skill Intl F4-3600C17-16GTZSW 16GB,22,18.2,15.2,NA
G Skill Intl F4-3600C18-8GTRG 8GB,22,18,15.3,NA
G Skill Intl F4-3600C18-8GTRS 8GB,30.8,17.6,14,NA
G Skill Intl F4-3600C18-8GTZN 8GB,40.33333333,14.1,14.1,NA
G Skill Intl F4-3600C18-8GTZR 8GB,21,19,15,NA
G Skill Intl F4-3600C18-8GTZRX 8GB,27,19.1,14.8,NA
G Skill Intl F4-3600C18-8GVK 8GB,27.125,18.3,14.5,NA
G Skill Intl F4-3600C18-16GTRS 16GB,19,20.2,18.6,NA
G Skill Intl F4-3600C18-16GTZN 16GB,34,16.6,12.8,NA
G Skill Intl F4-3600C18-16GTZR 16GB,19,20.5,18.9,NA
G Skill Intl F4-3600C18-16GVK 16GB,114,11,9.5,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
G Skill Intl F4-3600C19-8GSXF 8GB,18,20.3,14.6,NA
G Skill Intl F4-3600C19-8GSXK 8GB,22,17.5,12.7,NA
G Skill Intl F4-3600C19-8GSXKB 8GB,20,20,16,NA
G Skill Intl F4-3600C19-8GSXW 8GB,18,20.5,16.3,NA
G Skill Intl F4-3600C19-8GSXWB 8GB,20,19.5,15.9,NA
G Skill Intl F4-3600C19-8GTZRB 8GB,25.25,18.8,15.8,NA
G Skill Intl F4-3600C19-8GVRB 8GB,26.45454545,18.6,14.5,NA
G Skill Intl F4-3600C19-16GSXF 16GB,22,18.8,13.5,NA
G Skill Intl F4-3600C19-16GSXK 16GB,27,12.8,16.5,NA
G Skill Intl F4-3600C19-16GSXKB 16GB,24.33333333,19.6,16.8,NA
G Skill Intl F4-3600C19-16GSXW 16GB,23,17.8,12.8,NA
G Skill Intl F4-3600C19-16GSXWB 16GB,27.66666667,17.5,13,NA
G Skill Intl F4-3600C19-16GTRG 16GB,25.5,19.3,16.2,NA
G Skill Intl F4-3600C19-16GTRS 16GB,24.8,19.9,17,NA
G Skill Intl F4-3600C19-16GVRB 16GB,28.11111111,18.5,15.1,NA
G Skill Intl F4-3733C17-4GTZ 4GB,18,20.5,17,NA
G Skill Intl F4-3733C17-4GVK 4GB,21,19,14.4,NA
G Skill Intl F4-3733C17-8GTZA 8GB,19,20.3,16.3,NA
G Skill Intl F4-3733C17-8GTZKK 8GB,22,17.4,15.7,NA
G Skill Intl F4-3733C17-8GTZKW 8GB,19,19.3,13.9,NA
G Skill Intl F4-3733C17-8GTZSW 8GB,17,21.3,17.8,NA
G Skill Intl F4-3733C17-16GTZKK 16GB,20.33333333,22.2,18.7,NA
G Skill Intl F4-3733C17-16GTZR 16GB,25.66666667,18.8,15.6,NA
G Skill Intl F4-3733C17-16GTZSW 16GB,18,21.3,18.3,NA
G Skill Intl F4-3800C14-8GTZN 8GB,31,19.5,16.3,NA
G Skill Intl F4-3866C18-4GTZ 4GB,21,18.9,15,NA
G Skill Intl F4-3866C18-4GVK 4GB,19,19.2,13.5,NA
G Skill Intl F4-3866C18-8GTZ 8GB,20,19.7,15.1,NA
G Skill Intl F4-3866C18-8GTZKW 8GB,18,20.9,16.7,NA
G Skill Intl F4-3866C18-8GTZR 8GB,28,17.2,12.6,NA
G Skill Intl F4-3866C18-8GTZSW 8GB,18,20.9,17,NA
G Skill Intl F4-3866C18-16GTZR 16GB,21,18.9,15.3,NA
G Skill Intl F4-4000C17-8GTRS 8GB,18,21.7,18.6,NA
G Skill Intl F4-4000C17-8GTZR 8GB,21.2,22,17.8,NA
G Skill Intl F4-4000C18-8GTRG 8GB,37,16,10.6,NA
G Skill Intl F4-4000C18-8GTRS 8GB,18,20.6,19,NA
G Skill Intl F4-4000C18-8GTZ 8GB,24.8,19.4,16.8,NA
G Skill Intl F4-4000C18-8GTZKK 8GB,30,11.5,10.8,NA
G Skill Intl F4-4000C18-8GTZKW 8GB,20,19.1,15.4,NA
G Skill Intl F4-4000C18-8GTZR 8GB,29.75,17.9,15.1,NA
G Skill Intl F4-4000C18-8GTZRB 8GB,18,20.7,19.5,NA
G Skill Intl F4-4000C18-8GTZSW 8GB,20,18.3,14.9,NA
G Skill Intl F4-4000C18-8GVK 8GB,23,19.3,17.5,NA
G Skill Intl F4-4000C19-4GTZ 4GB,20,19.4,15,NA
G Skill Intl F4-4000C19-4GVK 4GB,20,18.8,15.1,NA
G Skill Intl F4-4000C19-8GTZ 8GB,20,18.7,14.3,NA
G Skill Intl F4-4000C19-8GTZKW 8GB,19,19.6,15.8,NA
G Skill Intl F4-4000C19-8GTZSW 8GB,20,18.9,14.8,NA
G Skill Intl F4-4000C19-16GTRS 16GB,20,19.8,15.7,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
G Skill Intl F4-4000C19-16GTZKK 16GB,18,22.6,19.4,NA
G Skill Intl F4-4000C19-16GTZR 16GB,24.2,19.9,16.3,NA
G Skill Intl F4-4000C19-16GTZSW 16GB,22,16.9,13.6,NA
G Skill Intl F4-4133C17-8GTZR 8GB,20,21.5,16.6,NA
G Skill Intl F4-4133C19-4GTZ 4GB,19,19.5,14.9,NA
G Skill Intl F4-4133C19-8GTZA 8GB,21,17.8,14,NA
G Skill Intl F4-4133C19-8GTZC 8GB,19,19.7,15.5,NA
G Skill Intl F4-4133C19-8GTZKKF 8GB,32,10.8,12.3,NA
G Skill Intl F4-4133C19-8GTZKW 8GB,24,19.2,16.5,NA
G Skill Intl F4-4133C19-8GTZKWC 8GB,18,18.7,13.6,NA
G Skill Intl F4-4133C19-8GTZR 8GB,22.5,20.7,15.2,NA
G Skill Intl F4-4133C19-8GTZRF 8GB,18,18.6,15.8,NA
G Skill Intl F4-4133C19-8GTZSWC 8GB,17,20.6,17.6,NA
G Skill Intl F4-4133C19-8GTZSWF 8GB,28,14.1,14,NA
G Skill Intl F4-4200C19-4GTZ 4GB,75,14.5,7.6,NA
G Skill Intl F4-4266C17-8GTZR 8GB,21,21.5,17.7,NA
G Skill Intl F4-4266C19-4GTZ 4GB,18,20.3,17.8,NA
G Skill Intl F4-4266C19-8GTRG 8GB,17,21.2,18.9,NA
G Skill Intl F4-4266C19-8GTRS 8GB,21.75,20.3,17.2,NA
G Skill Intl F4-4266C19-8GTZA 8GB,18,20.5,15.8,NA
G Skill Intl F4-4266C19-8GTZKW 8GB,23,19.3,15.1,NA
G Skill Intl F4-4266C19-8GTZR 8GB,23.54545455,20.7,16.5,NA
G Skill Intl F4-4266C19-8GTZSW 8GB,17,22.1,18,NA
G Skill Intl F4-4400C18-8GTRS 8GB,17,21.1,19.6,NA
G Skill Intl F4-4400C18-8GTZR 8GB,17,21.8,20.3,NA
G Skill Intl F4-4400C19-8GTZKK 8GB,18,20.6,16.4,NA
G Skill Intl F4-4400C19-8GTZSW 8GB,16,22.1,18.6,NA
G Skill Intl F4-4500C19-8GTZKKE 8GB,15,23,21,NA
G Skill Intl F4-4500C19-8GTZSWE 8GB,14,25.1,19.3,NA
G Skill Intl F4-4600C18-8GTRS 8GB,18,20.9,18.3,NA
G Skill Intl F4-4600C18-8GTZR 8GB,16,22.4,19.2,NA
G Skill Intl F4-4600C19-8GTZKKC 8GB,17,21.2,17.2,NA
G Skill Intl F4-4600C19-8GTZSWC 8GB,16,22.3,21.2,NA
G Skill Intl F4-4800C18-8GTRS 8GB,50,12.8,9.8,NA
Galaxy Microsystems Ltd. GALAX GOC 2016 8GB,14,26.4,19.8,NA
Galaxy Microsystems Ltd. GALAX OC LAB 8GB,20,19.7,15.2,NA
Galaxy Microsystems Ltd. GOC2017-Fugger 8GB,52,20.5,10.1,NA
GIGA - BYTE Technology Co Ltd AR32C16S8K2HU416R 8GB,25,18.9,14.2,NA
GIGA - BYTE Technology Co Ltd AR32C16S8K2SU416R 8GB,28,18.8,14.1,NA
GIGA - BYTE Technology Co Ltd AR36C18S8K2HU416R 8GB,23,20.9,16.1,NA
GIGA - BYTE Technology Co Ltd GR26C16S8K2HU416 8GB,41,18.1,11.9,NA
Gloway International (HK) STK4U2133D15081C 8GB,22,16.8,12.3,NA
Gloway International (HK) STK4U2400D15082C 8GB,80,14.7,8.1,NA
Gloway International (HK) STK4U2400D17041C 4GB,71,15.8,7.9,NA
Gloway International (HK) STK4U2400D17042C 4GB,23,18,13.4,NA
Gloway International (HK) STK4U2400D17081C 8GB,23,17.1,12.5,NA
Gloway International (HK) STK4U2400D17082C 8GB,74,14.3,7.7,NA
Gloway International (HK) STK4U2400D17161C 16GB,67,15.3,8.2,NA
Gloway International (HK) STK2133C15-8GB 8GB,25,13.3,6.3,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Gloway International (HK) STK2400C15-16GB 16GB,23,17,12.5,NA
Gloway International (HK) STK2400CL17SNB16GB 16GB,23,17.5,13.2,NA
Gloway International (HK) STKD4GAM2133-F 8GB,31,11.8,6.5,NA
Gloway International (HK) STKD4GAM2400-F 8GB,83,14.3,7.8,NA
Gloway International (HK) STKD4XMP2400-F 4GB,25,15.2,11.4,NA
Gloway International Co. Ltd. STK4U2400D17082C 8GB,22,17.5,12.9,NA
Gloway International Co. Ltd. TYA4U2400D17081C 8GB,24,17.1,12.8,NA
Gloway International Co. Ltd. TYA4U2666D19081C 8GB,20,19.4,15.5,NA
Gloway International Co. Ltd. TYA4U2666D19161C 16GB,67,14.6,7.2,NA
Gloway International Co. Ltd. TYA4U3000E16081C 8GB,66,15.9,7.9,NA
Gloway International Co. Ltd. TYP4U3000E16082C 8GB,53,16.5,9.6,NA
Gloway International Co. Ltd. TYP4U3200E16082C 8GB,39,17.5,10.6,NA
Gloway International Co. Ltd. WAR4U2666D19081C 8GB,70,15.7,7.9,NA
Gold Key Technology Co Ltd GKE160SO102408-2666 16GB,38,15.9,10,NA
Gold Key Technology Co Ltd GKE800SO102408-2666A 8GB,35,17.1,13.2,NA
Gold Key Technology Co Ltd GKE800UD102408-2666 8GB,32,17.1,13.8,NA
Golden Empire CL14-14-14 D4-2400 16GB,24,16.8,11.6,NA
Golden Empire CL14-16-16 D4-2400 16GB,25,16.1,11.9,NA
Golden Empire CL14-16-16 D4-3000 4GB,21,17.7,13.1,NA
Golden Empire CL15-15-15 D4-2133 8GB,31,13.7,8.7,NA
Golden Empire CL15-15-15 D4-2400 4GB,32,16.1,12,NA
Golden Empire CL15-15-15 D4-2666 4GB,26,13.4,11,NA
Golden Empire CL15-15-15 D4-3000 8GB,26,13.8,10.4,NA
Golden Empire CL15-17-17 D4-2666 8GB,21,18.1,14.8,NA
Golden Empire CL15-17-17 D4-3000 8GB,26,19.3,14.4,NA
Golden Empire CL15-17-17 D4-3200 8GB,23,15.5,11.6,NA
Golden Empire CL16-16-16 D4-2400 8GB,32.25,16.5,11.5,NA
Golden Empire CL16-16-16 D4-2800 8GB,25,15.1,11.9,NA
Golden Empire CL16-16-16 D4-3000 4GB,25,14.4,11.4,NA
Golden Empire CL16-16-16 D4-3200 4GB,22,17.2,13,NA
Golden Empire CL16-18-18 D4-2666 8GB,24,17.4,13.6,NA
Golden Empire CL16-18-18 D4-3000 16GB,29.33333333,17.1,12.6,NA
Golden Empire CL16-18-18 D4-3200 8GB,28.75,16.8,11.8,NA
Golden Empire CL16-18-18 D4-3400 4GB,26,14.4,11.2,NA
Golden Empire CL17-17-17 D4-2400 16GB,27.8,17.2,12.7,NA
Golden Empire CL18-20-20 D4-3000 8GB,27.5,17.2,11.9,NA
Golden Empire CL18-20-20 D4-3200 8GB,20,19.7,16.5,NA
Golden Empire CL19-19-19 D4-2666 4GB,29,16.7,12.4,NA
Golden Empire CL19-25-25 D4-4000 4GB,23,17.5,12.8,NA
Good Wealth Technology Ltd.  8GB,21,18.1,12,NA
Good Wealth Technology Ltd. KETECH 8GB,22,15,6.9,NA
Heoriady HX2666CX15D4/4G 4GB,77,14.7,7.6,NA
Heoriady HX2666DT8G-TD 8GB,39,14.6,10.1,NA
Heoriady M378A1K43BB2-CTD 8GB,64,17.3,8.2,NA
Hewlett-Packard 7EH64AA# 8GB,58,18.4,8.8,NA
Hewlett-Packard 7EH64AA#ABC 8GB,70,15.8,8.4,NA
Hewlett-Packard 7EH67AA# 8GB,39,15.2,7.8,NA
Hewlett-Packard 7EH74AA#ABC 8GB,61,17.2,8.5,NA
Hewlett-Packard 7EH98AA#ABB 8GB,103,13.9,7.8,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Hewlett-Packard 7TE39AA#ABC 8GB,64,16.1,8.2,NA
Hong Kong Hyunion Electronics DDR4 3200 2OZ 16GB,37,16,12.6,NA
Hoodisk Electronics Co Ltd GKE160SO102408-2400 16GB,27,16.4,13.2,NA
Hoodisk Electronics Co Ltd GKE160SO102408-2666 16GB,27,16.7,11.8,NA
Hoodisk Electronics Co Ltd GKE160UD102408-2666 16GB,23,16.6,8.9,NA
Hoodisk Electronics Co Ltd GKE320UD204808-2666 32GB,24,16.9,8.9,NA
Hoodisk Electronics Co Ltd GKE400UD51208-2400AH 4GB,22,17.7,13.1,NA
Hoodisk Electronics Co Ltd GKE800SO51216-2400 8GB,26,16.2,12.7,NA
Hoodisk Electronics Co Ltd GKE800SO102408-2400 8GB,26,15.5,10.2,NA
Hoodisk Electronics Co Ltd GKE800SO102408-2666A 8GB,25,17.3,13.7,NA
Hoodisk Electronics Co Ltd GKE800UD102408-2400 8GB,24,13.9,6.5,NA
Hoodisk Electronics Co Ltd GKE800UD102408-2666 8GB,24,18.4,14.3,NA
Hoodisk Electronics Co Ltd MD401GNSE-CB3M2 8GB,77,13.1,5.5,NA
Hoodisk Electronics Co Ltd NMUD480E8x-2666 8GB,76,15.1,7.9,NA
Hoodisk Electronics Co Ltd NMUD480E81-3200 8GB,22,17.2,12.4,NA
Hynix Semiconductor (Hyundai Electronics) GKE160SO102408-2400 16GB,24,16,12.5,NA
Hynix Semiconductor (Hyundai Electronics) GKE160UD102408-2133 16GB,24,12.7,6.3,NA
Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2133AH 8GB,28,14.3,11.4,NA
Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2400AH 8GB,25,14.2,7.4,NA
Hynix Semiconductor (Hyundai Electronics) GKE800SO102408-2400 8GB,25,14.6,9.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR4N-TF 8GB,37,9.1,7.6,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR4N-UH 8GB,32,11.3,7.6,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR8N-TF 8GB,34,11.1,9.5,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7AFR8N-UH 8GB,33,11.6,8.3,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7MFR4N-TF 8GB,35,9.8,7.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7MFR8N-TF 8GB,38,9.4,8.3,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GR7MFR8N-TFT1 8GB,60,7.8,2.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GS6AFR8N-TF 8GB,28,13.8,10.4,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GU6AFR8N-TF 8GB,27,15.6,11.3,NA
Hynix Semiconductor (Hyundai Electronics) HMA41GU6MFR8N-TF 8GB,29,13.8,11,NA
Hynix Semiconductor (Hyundai Electronics) HMA42GR7AFR4N-TF 16GB,35,10,7.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA42GR7AFR4N-UH 16GB,35,10.2,7.4,NA
Hynix Semiconductor (Hyundai Electronics) HMA42GR7MFR4N-TF 16GB,36,9.1,7.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GR7AFR8N-UH 8GB,31,11.8,8.1,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GR7MFR8N-UH 8GB,37,10.4,7.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-UH 8GB,27,13.8,9.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-VK 8GB,25,15.3,12.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6CJR8N-UH 8GB,27,11.4,11.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6CJR8N-VK 8GB,27,15.3,11.2,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6JJR8N-VK 8GB,26,16.8,13.5,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GS6MFR8N-UH 8GB,27,13.5,11.3,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GU6AFR8N-UH 8GB,24,16,10.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GU6CJR8N-UH 8GB,28,16.2,12.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GU6CJR8N-VK 8GB,26,18.1,13.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA81GU6JJR8N-VK 8GB,26,17.7,14,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GR7AFR8N-UH 16GB,35,10,7,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GR7MFR4N-UH 16GB,40,9.1,6.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GR7MFR8N-UH 16GB,35,10.3,8,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GS6AFR8N-UH 16GB,29,13.7,9.8,NA
Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
Hynix Semiconductor (Hyundai Electronics) HMA82GS6CJR8N-VK 16GB,30,14.5,9,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GS6JJR8N-VK 16GB,26,16.2,12.6,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GS6MFR8N-TF 16GB,29,13.6,9.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GU6AFR8N-UH 16GB,27,15.2,10.2,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GU6CJR8N-VK 16GB,23,18.2,15.1,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GU6JJR8N-VK 16GB,23,17.5,14.6,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GU6MFR8N-TF 16GB,25,14.8,8.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA82GU7MFR8N-TF 16GB,23,13.6,6.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA84GL7AMR4N-UH 32GB,37,8.8,5,NA
Hynix Semiconductor (Hyundai Electronics) HMA84GL7MMR4N-TF 32GB,41,8.9,7.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA84GR7MFR4N-TF 32GB,35,10.5,8.1,NA
Hynix Semiconductor (Hyundai Electronics) HMA84GR7MFR4N-UH 32GB,41,9.3,6.9,NA
Hynix Semiconductor (Hyundai Electronics) HMA451R7AFR8N-TF 4GB,30,10,8.5,NA
Hynix Semiconductor (Hyundai Electronics) HMA451R7AFR8N-UH 4GB,36,9.3,7,NA
Hynix Semiconductor (Hyundai Electronics) HMA451R7MFR8N-TF 4GB,37,9.5,7.7,NA
Hynix Semiconductor (Hyundai Electronics) HMA451R7MFR8N-TFTD 4GB,41,7.8,6.1,NA
Hynix Semiconductor (Hyundai Electronics) HMA451S6AFR8N-TF 4GB,28,13.8,10.1,NA
Hynix Semiconductor (Hyundai Electronics) HMA451U6AFR8N-TF 4GB,27,14.6,10.5,NA
Hynix Semiconductor (Hyundai Electronics) HMA451U6MFR8N-TF 4GB,29,12.2,9.6,NA
Hynix Semiconductor (Hyundai Electronics) HMA451U7MFR8N-TF 4GB,45,6.9,6.3,NA
Hynix Semiconductor (Hyundai Electronics) HMA851S6AFR6N-UH 4GB,29,13.5,10.2,NA
Hynix Semiconductor (Hyundai Electronics) HMA851S6CJR6N-UH 4GB,26,15.6,11.8,NA
Hynix Semiconductor (Hyundai Electronics) HMA851U6AFR6N-UH 4GB,122,9.4,5.8,NA
Hynix Semiconductor (Hyundai Electronics) HMAA4GU6AJR8N-VK 32GB,22,18.2,15.6,NA
Hypertec G2RT-4AFT00 16GB,22,17.1,14.5,NA
Hyundai Inc AR32C16S8K2HU416R 8GB,20,19,15.1,NA
Hyundai Inc AR32C16S8K2SU416R 8GB,20,19.4,15,NA
Hyundai Inc AR36C18S8K2HU416R 8GB,19,20,17.5,NA
Hyundai Inc GP-GR26C16S8K1HU408 8GB,75,14.3,6.3,NA
Hyundai Inc GR26C16S8K2HU416 8GB,22,17.4,13.6,NA
Inmos + 256MB,30,11.5,9.1,NA
InnoDisk Corporation  16GB,38,7.7,8.2,NA
InnoDisk Corporation M4C0-AGS1TCIK 16GB,32,18.3,14.9,NA
InnoDisk Corporation M4C0-AGS1TCSJ 16GB,101,12.1,6.7,NA
InnoDisk Corporation M4S0-4GSSNCIK 4GB,85,11.3,6,NA
InnoDisk Corporation M4S0-4GSSNCSJ 4GB,86,12.1,5.7,NA
InnoDisk Corporation M4S0-8GS1NCIK 8GB,30,15.5,7.6,NA
InnoDisk Corporation M4S0-8GSSOCIK 8GB,24,15.9,8.7,NA
